video_title,site_name,recorded_at,action,nest,frame_number,track_id,taxon,ml_confidence,timestamp
cvprmendels_2024-05-08_15_30_00,cvprmendels,2024-05-08T15:30:00+00:00,Exit,36,6082,13,bee,0.828415529780184,2024-05-08 15:33:22.733333
cvprmendels_2024-05-08_15_30_00,cvprmendels,2024-05-08T15:30:00+00:00,Entry,35,6306,17,bee,0.9239338005569188,2024-05-08 15:33:30.200000
cvprmendels_2024-05-08_15_30_00,cvprmendels,2024-05-08T15:30:00+00:00,Exit,13,6594,19,bee,0.9313863546275668,2024-05-08 15:33:39.800000
cvprmendels_2024-05-08_15_30_00,cvprmendels,2024-05-08T15:30:00+00:00,Entry,21,6618,19,bee,0.6284676948463135,2024-05-08 15:33:40.600000
cvprmendels_2024-05-08_15_30_00,cvprmendels,2024-05-08T15:30:00+00:00,Entry,38,7618,21,bee,0.9772723239751439,2024-05-08 15:34:13.933333
cvprmendels_2024-05-08_15_30_00,cvprmendels,2024-05-08T15:30:00+00:00,Exit,38,8141,28,bee,0.7891688853719891,2024-05-08 15:34:31.366667
cvprmendels_2024-05-08_15_30_00,cvprmendels,2024-05-08T15:30:00+00:00,Entry,35,10325,33,bee,0.9996366363449576,2024-05-08 15:35:44.166667
cvprmendels_2024-05-08_15_30_00,cvprmendels,2024-05-08T15:30:00+00:00,Exit,35,10395,36,bee,0.8315556700512109,2024-05-08 15:35:46.500000
cvprmendels_2024-05-08_15_30_00,cvprmendels,2024-05-08T15:30:00+00:00,Entry,38,11059,42,bee,0.9919252170453031,2024-05-08 15:36:08.633333
cvprmendels_2024-05-08_15_30_00,cvprmendels,2024-05-08T15:30:00+00:00,Entry,55,12742,43,bee,0.8839143893250134,2024-05-08 15:37:04.733333
cvprmendels_2024-05-08_15_30_00,cvprmendels,2024-05-08T15:30:00+00:00,Exit,38,14446,44,bee,0.9523732795176016,2024-05-08 15:38:01.533333
cvprmendels_2024-05-08_15_30_00,cvprmendels,2024-05-08T15:30:00+00:00,Entry,38,14517,44,bee,0.96389094464817,2024-05-08 15:38:03.900000
cvprmendels_2024-05-08_15_30_00,cvprmendels,2024-05-08T15:30:00+00:00,Entry,14,14994,50,bee,0.9941878032046634,2024-05-08 15:38:19.800000
cvprmendels_2024-05-08_15_30_00,cvprmendels,2024-05-08T15:30:00+00:00,Exit,35,15058,52,bee,0.6316616686515824,2024-05-08 15:38:21.933333
cvprmendels_2024-05-08_15_30_00,cvprmendels,2024-05-08T15:30:00+00:00,Exit,55,15299,54,bee,0.9744621705671913,2024-05-08 15:38:29.966667
cvprmendels_2024-05-08_15_30_00,cvprmendels,2024-05-08T15:30:00+00:00,Exit,35,15379,55,bee,0.8908348582414861,2024-05-08 15:38:32.633333
cvprmendels_2024-05-08_15_30_00,cvprmendels,2024-05-08T15:30:00+00:00,Exit,38,15533,57,bee,0.8621379719071741,2024-05-08 15:38:37.766667
cvprmendels_2024-05-08_15_30_00,cvprmendels,2024-05-08T15:30:00+00:00,Entry,34,15805,71,bee,0.9547507202241872,2024-05-08 15:38:46.833333
