action,nest,frame_number,track_id,ml_confidence,timestamp
Exit,8,330,1,0.6307564786039133,2024-05-06 17:00:12.000000
Entry,11,387,2,0.9601536032490213,2024-05-06 17:00:13.900000
Entry,1,1594,5,0.8002468035747755,2024-05-06 17:00:54.133333
Exit,1,2722,7,0.9764919477778711,2024-05-06 17:01:31.733333
Entry,40,2882,8,0.9996366363449576,2024-05-06 17:01:37.066667
Exit,40,3240,11,0.783115740501403,2024-05-06 17:01:49.000000
Entry,39,3329,11,0.7697572259384231,2024-05-06 17:01:51.966667
Entry,46,3725,13,0.9689508900268615,2024-05-06 17:02:05.166667
Exit,11,4273,14,0.7964764067068809,2024-05-06 17:02:23.433333
Entry,21,8030,21,0.8412966245041416,2024-05-06 17:04:28.666667
Entry,11,8311,25,0.7930895556767438,2024-05-06 17:04:38.033333
Exit,21,8639,28,0.8319287391267968,2024-05-06 17:04:48.966667
Exit,46,10866,30,0.8469297955388017,2024-05-06 17:06:03.200000
Exit,11,12146,44,0.7446670462362404,2024-05-06 17:06:45.866667
Exit,15,14871,50,0.6797971265574074,2024-05-06 17:08:16.700000
Entry,46,16463,51,0.8264445302041321,2024-05-06 17:09:09.766667
Entry,11,16595,54,0.8390546948647091,2024-05-06 17:09:14.166667
