action,nest,frame_number,track_id,ml_confidence,timestamp
Exit,60,2838,6,0.8064671491061898,2024-05-26 14:31:34.600000
Entry,60,2853,6,0.7232033440832789,2024-05-26 14:31:35.100000
Entry,20,2890,7,0.8178880723984979,2024-05-26 14:31:36.333333
Entry,21,3020,8,0.8947709090979556,2024-05-26 14:31:40.666667
Exit,21,3185,11,0.8471476889889402,2024-05-26 14:31:46.166667
Entry,22,3275,11,0.7454443858498786,2024-05-26 14:31:49.166667
Exit,33,3222,12,0.6209567278911464,2024-05-26 14:31:47.400000
Exit,20,5073,13,0.9787592646464148,2024-05-26 14:32:49.100000
Entry,9,13083,23,0.7667050598030752,2024-05-26 14:37:16.100000
