action,nest,frame_number,track_id,ml_confidence,timestamp
Entry,30,346,1,0.8138600111382526,2024-05-24 11:00:11.533333
Exit,30,617,2,0.7753604180321512,2024-05-24 11:00:20.566667
Entry,29,682,2,0.9208004069424497,2024-05-24 11:00:22.733333
Exit,29,3109,7,0.8653814461108261,2024-05-24 11:01:43.633333
Entry,57,9836,22,0.888435139511795,2024-05-24 11:05:27.866667
Exit,29,11062,23,0.8232665259266965,2024-05-24 11:06:08.733333
Entry,29,11369,26,0.9548545207604766,2024-05-24 11:06:18.966667
Exit,29,12087,28,0.8853972339559667,2024-05-24 11:06:42.900000
Entry,26,12841,34,0.9718755760368665,2024-05-24 11:07:08.033333
Exit,26,13528,37,0.8718398239929435,2024-05-24 11:07:30.933333
Entry,29,13980,38,0.7947243268427147,2024-05-24 11:07:46.000000
Exit,29,14761,41,0.9400510200320936,2024-05-24 11:08:12.033333
Entry,23,15217,43,0.6986406136632323,2024-05-24 11:08:27.233333
Entry,20,15241,49,0.9663509220592433,2024-05-24 11:08:28.033333
Exit,23,15293,52,0.8411335047720179,2024-05-24 11:08:29.766667
Entry,28,15359,52,0.9730165793472938,2024-05-24 11:08:31.966667
Exit,28,16412,55,0.8909035845677452,2024-05-24 11:09:07.066667
Exit,20,17627,57,0.9849708331025826,2024-05-24 11:09:47.566667
