action,nest,frame_number,track_id,ml_confidence,timestamp
Entry,33,951,11,0.8327837236961119,2024-05-20 14:40:32.700000
Exit,54,892,12,0.7356307764253891,2024-05-20 14:40:30.733333
Exit,33,1295,13,0.7889931032223622,2024-05-20 14:40:44.166667
Entry,21,1384,13,0.843206230822449,2024-05-20 14:40:47.133333
Exit,44,1334,14,0.840858128978687,2024-05-20 14:40:45.466667
Entry,44,1349,14,0.7550746195222786,2024-05-20 14:40:45.966667
Exit,21,1527,16,0.7680979499721735,2024-05-20 14:40:51.900000
Entry,55,1801,19,0.8046916412492413,2024-05-20 14:41:01.033333
Exit,57,1721,20,0.8064671491061898,2024-05-20 14:40:58.366667
Entry,57,1736,20,0.7232033440832789,2024-05-20 14:40:58.866667
Entry,8,2117,27,0.8384525034837409,2024-05-20 14:41:11.566667
Exit,55,2172,29,0.6420076615891369,2024-05-20 14:41:13.400000
Exit,35,2561,33,0.7065856732180437,2024-05-20 14:41:26.366667
Entry,21,2610,33,0.8168317468899825,2024-05-20 14:41:28.000000
Entry,45,2593,34,0.6801129648318157,2024-05-20 14:41:27.433333
Entry,23,2787,37,0.8531244071743147,2024-05-20 14:41:33.900000
Exit,23,3209,45,0.7651059051039443,2024-05-20 14:41:47.966667
Exit,49,4038,79,0.8091395144817978,2024-05-20 14:42:15.600000
Exit,40,4887,103,0.7551187518493159,2024-05-20 14:42:43.900000
Exit,10,5068,105,0.7339384266271044,2024-05-20 14:42:49.933333
Entry,30,5737,108,0.7844281921770414,2024-05-20 14:43:12.233333
Exit,30,6150,109,0.8712201393893636,2024-05-20 14:43:26.000000
Exit,10,7254,113,0.9609652237269823,2024-05-20 14:44:02.800000
Entry,14,7782,117,0.6993444185191435,2024-05-20 14:44:20.400000
Exit,14,8561,127,0.8180771192463173,2024-05-20 14:44:46.366667
Entry,10,10236,134,0.7742988897445297,2024-05-20 14:45:42.200000
Exit,33,10521,138,0.6086284313533157,2024-05-20 14:45:51.700000
Entry,36,10988,146,0.7521215947338636,2024-05-20 14:46:07.266667
Entry,54,11485,156,0.7339218079694695,2024-05-20 14:46:23.833333
Exit,54,11579,157,0.669239604546088,2024-05-20 14:46:26.966667
Exit,8,11937,160,0.7897694746149887,2024-05-20 14:46:38.900000
Exit,59,12120,162,0.8064671491061898,2024-05-20 14:46:45.000000
Entry,59,12135,162,0.7232033440832789,2024-05-20 14:46:45.500000
Exit,54,15058,191,0.7290759808927634,2024-05-20 14:48:22.933333
Exit,27,16397,199,0.7748035898380824,2024-05-20 14:49:07.566667
Exit,11,17034,203,0.7496397834142158,2024-05-20 14:49:28.800000
Entry,2,17099,203,0.860739786327146,2024-05-20 14:49:30.966667
