action,nest,frame_number,track_id,ml_confidence,timestamp
Entry,13,847,2,0.9505916125954812,2024-05-06 19:40:28.233333
Exit,13,1782,4,0.7856714790951136,2024-05-06 19:40:59.400000
Entry,15,2393,10,0.9502944391578739,2024-05-06 19:41:19.766667
Exit,57,4294,14,0.8467631620424788,2024-05-06 19:42:23.133333
Entry,58,4379,14,0.9626287447319707,2024-05-06 19:42:25.966667
Entry,1,4943,15,0.9876708243791457,2024-05-06 19:42:44.766667
Exit,15,5676,17,0.9574561871755337,2024-05-06 19:43:09.200000
Entry,15,5748,17,0.9722595665918163,2024-05-06 19:43:11.600000
Exit,58,6230,20,0.6726920704911232,2024-05-06 19:43:27.666667
Entry,56,6510,27,0.6444096525432266,2024-05-06 19:43:37.000000
Entry,38,7178,29,0.9805580382608581,2024-05-06 19:43:59.266667
Exit,15,7665,32,0.9848195942000463,2024-05-06 19:44:15.500000
Exit,38,7754,33,0.9080249879833298,2024-05-06 19:44:18.466667
Entry,57,7950,36,0.7574841977243658,2024-05-06 19:44:25.000000
Exit,1,9810,38,0.8079280984047359,2024-05-06 19:45:27.000000
Entry,13,14713,42,0.919189173571091,2024-05-06 19:48:10.433333
Exit,10,16090,44,0.6776710136054322,2024-05-06 19:48:56.333333
Entry,1,16154,46,0.8088204040077619,2024-05-06 19:48:58.466667
Exit,13,16456,50,0.8373022936135075,2024-05-06 19:49:08.533333
Entry,15,16905,56,0.9679675985726941,2024-05-06 19:49:23.500000
