action,nest,frame_number,track_id,ml_confidence,timestamp
Exit,12,117,1,0.7808109746975157,2024-05-20 18:50:03.900000
Exit,10,1051,4,0.872562682705877,2024-05-20 18:50:35.033333
Exit,31,1629,5,0.8600682534259638,2024-05-20 18:50:54.300000
Entry,25,1726,5,0.944484121476314,2024-05-20 18:50:57.533333
Exit,25,1755,7,0.8252799318839292,2024-05-20 18:50:58.500000
Entry,8,1818,7,0.9084157454079377,2024-05-20 18:51:00.600000
Exit,9,1947,9,0.8284066214018199,2024-05-20 18:51:04.900000
Exit,8,1995,11,0.945865019320713,2024-05-20 18:51:06.500000
Exit,24,2263,17,0.67905134362935,2024-05-20 18:51:15.433333
Entry,43,2331,18,0.9031036126101364,2024-05-20 18:51:17.700000
Exit,19,3953,25,0.9907250766122268,2024-05-20 18:52:11.766667
Exit,43,4490,34,0.8272699230494946,2024-05-20 18:52:29.666667
Entry,17,4819,45,0.7783780039557584,2024-05-20 18:52:40.633333
Entry,9,5430,51,0.6207379620136733,2024-05-20 18:53:01.000000
Entry,10,7023,59,0.9550560099165735,2024-05-20 18:53:54.100000
Exit,17,7394,62,0.9565654177160857,2024-05-20 18:54:06.466667
Entry,17,7501,62,0.9505346051495287,2024-05-20 18:54:10.033333
Exit,9,9111,68,0.8132048561644979,2024-05-20 18:55:03.700000
Exit,10,9508,69,0.9568607139362204,2024-05-20 18:55:16.933333
Exit,17,11219,72,0.975038318450525,2024-05-20 18:56:13.966667
Entry,9,13567,73,0.6946463297702844,2024-05-20 18:57:32.233333
Exit,9,15838,74,0.8321053844355468,2024-05-20 18:58:47.933333
Entry,10,16342,76,0.7481291283862807,2024-05-20 18:59:04.733333
