action,nest,frame_number,track_id,ml_confidence,timestamp
Entry,10,1203,4,0.9101201002063073,2024-05-21 11:50:40.100000
Exit,10,3003,13,0.6066444956384313,2024-05-21 11:51:40.100000
Entry,20,4256,25,0.9717274542346371,2024-05-21 11:52:21.866667
Exit,20,4460,29,0.8035039876402589,2024-05-21 11:52:28.666667
Entry,59,4551,29,0.7827741546772884,2024-05-21 11:52:31.700000
Entry,46,4689,30,0.9174819845887683,2024-05-21 11:52:36.300000
Exit,46,4827,32,0.8528350311078923,2024-05-21 11:52:40.900000
Entry,26,5765,39,0.9211707209109221,2024-05-21 11:53:12.166667
Entry,10,8113,49,0.8027546880226896,2024-05-21 11:54:30.433333
Exit,26,9185,55,0.9023047892237208,2024-05-21 11:55:06.166667
Exit,10,9204,56,0.7387365890302172,2024-05-21 11:55:06.800000
Entry,18,12678,70,0.957314413808605,2024-05-21 11:57:02.600000
Exit,26,13117,75,0.8639427274979325,2024-05-21 11:57:17.233333
Entry,26,13132,75,0.7748735037558099,2024-05-21 11:57:17.733333
Exit,18,14783,90,0.9592668865345386,2024-05-21 11:58:12.766667
