action,nest,frame_number,track_id,ml_confidence,timestamp
Entry,29,1003,2,0.9979675985726941,2024-05-22 08:40:33.433333
Exit,29,2920,4,0.8296028685337253,2024-05-22 08:41:37.333333
Entry,27,6474,5,0.9680751254544145,2024-05-22 08:43:35.800000
Exit,27,8439,7,0.835338523878044,2024-05-22 08:44:41.300000
Entry,10,9988,10,0.8903714111958181,2024-05-22 08:45:32.933333
Exit,10,11574,11,0.9440709053004387,2024-05-22 08:46:25.800000
Entry,28,13849,12,0.9314211601784979,2024-05-22 08:47:41.633333
Exit,28,15249,13,0.9297462086254388,2024-05-22 08:48:28.300000
Entry,20,16132,14,0.9996366363449576,2024-05-22 08:48:57.733333
Entry,29,16504,16,0.7973831190936361,2024-05-22 08:49:10.133333
Exit,29,16838,17,0.7778239253316294,2024-05-22 08:49:21.266667
