action,nest,frame_number,track_id,ml_confidence,timestamp
Exit,28,610,1,0.7931808416262495,2024-05-20 18:20:20.333333
Entry,36,739,2,0.9177887367117772,2024-05-20 18:20:24.633333
Exit,36,883,3,0.9426506147092453,2024-05-20 18:20:29.433333
Entry,54,2046,9,0.9214779776561776,2024-05-20 18:21:08.200000
Exit,54,6220,12,0.8059682730987892,2024-05-20 18:23:27.333333
Entry,9,6795,13,0.8538447919556184,2024-05-20 18:23:46.500000
Entry,10,7640,15,0.7575504573607259,2024-05-20 18:24:14.666667
Exit,9,8771,20,0.8195694317347793,2024-05-20 18:24:52.366667
Exit,59,10291,24,0.6214900670910306,2024-05-20 18:25:43.033333
Entry,59,10356,24,0.713150589364456,2024-05-20 18:25:45.200000
Exit,10,10893,29,0.8620914163736498,2024-05-20 18:26:03.100000
Entry,18,11931,31,0.8147056797492265,2024-05-20 18:26:37.700000
Exit,59,13659,37,0.7133078480225928,2024-05-20 18:27:35.300000
Exit,18,14598,40,0.9762437508416061,2024-05-20 18:28:06.600000
Entry,7,16844,45,0.7740568410311127,2024-05-20 18:29:21.466667
Exit,7,17663,50,0.6257049126455697,2024-05-20 18:29:48.766667
Entry,7,17818,53,0.6437431187374735,2024-05-20 18:29:53.933333
