action,nest,frame_number,track_id,ml_confidence,timestamp
Entry,19,661,1,0.9456242383209209,2024-05-24 10:30:22.033333
Exit,19,790,3,0.8304251305540926,2024-05-24 10:30:26.333333
Entry,20,1290,5,0.939425297520753,2024-05-24 10:30:43.000000
Exit,20,1743,8,0.6677349365069738,2024-05-24 10:30:58.100000
Entry,20,2833,12,0.7228748707121625,2024-05-24 10:31:34.433333
Exit,20,3518,16,0.6993297519677916,2024-05-24 10:31:57.266667
Entry,19,5530,23,0.8181283818377071,2024-05-24 10:33:04.333333
Entry,59,5653,26,0.6743498703448385,2024-05-24 10:33:08.433333
Exit,19,5656,27,0.7210196165434373,2024-05-24 10:33:08.533333
Exit,59,5997,30,0.8873564796389343,2024-05-24 10:33:19.900000
Entry,2,13012,44,0.8525632519445163,2024-05-24 10:37:13.733333
Entry,20,12781,50,0.9134867083417073,2024-05-24 10:37:06.033333
Exit,2,17095,90,0.8678289352245308,2024-05-24 10:39:29.833333
