action,nest,frame_number,track_id,ml_confidence,timestamp
Exit,1,659,1,0.9805218377661634,2024-05-03 10:20:21.966667
Entry,11,1266,2,0.7483965190627409,2024-05-03 10:20:42.200000
Entry,15,1561,4,0.919189173571091,2024-05-03 10:20:52.033333
Exit,15,2919,5,0.9727674931949977,2024-05-03 10:21:37.300000
Entry,15,3004,5,0.9746507684563218,2024-05-03 10:21:40.133333
Exit,15,4053,7,0.7918957589107813,2024-05-03 10:22:15.100000
Exit,11,4518,9,0.7761790536582187,2024-05-03 10:22:30.600000
Exit,21,5346,10,0.7418634260816808,2024-05-03 10:22:58.200000
Entry,34,7926,11,0.9278390960037021,2024-05-03 10:24:24.200000
Exit,34,8138,12,0.8009326790124227,2024-05-03 10:24:31.266667
Entry,39,8205,12,0.9818089865753724,2024-05-03 10:24:33.500000
Entry,11,8806,14,0.8494105597030369,2024-05-03 10:24:53.533333
Exit,39,9932,15,0.9807250766122269,2024-05-03 10:25:31.066667
Entry,13,12557,17,0.8392031345307788,2024-05-03 10:26:58.566667
Exit,11,12861,18,0.875574493247573,2024-05-03 10:27:08.700000
Exit,13,13005,19,0.6635922141372371,2024-05-03 10:27:13.500000
Entry,1,17452,25,0.9551140838792296,2024-05-03 10:29:41.733333
Entry,13,17992,28,0.9501837945630837,2024-05-03 10:29:59.733333
