action,nest,frame_number,track_id,ml_confidence,timestamp
Exit,29,1175,2,0.7027266723996545,2024-05-22 08:20:40.166667
Exit,60,1756,4,0.7047481781269248,2024-05-22 08:20:59.533333
Entry,26,2257,5,0.97973564772784,2024-05-22 08:21:16.233333
Entry,20,2719,6,0.9853809748721857,2024-05-22 08:21:31.633333
Exit,26,4679,8,0.9289308980774726,2024-05-22 08:22:36.966667
Exit,20,4944,9,0.986991215491269,2024-05-22 08:22:45.800000
Entry,24,6580,10,0.7083828730292754,2024-05-22 08:23:40.333333
Exit,24,8452,11,0.9209927388966536,2024-05-22 08:24:42.733333
Entry,24,9938,12,0.8633790399618466,2024-05-22 08:25:32.266667
Exit,24,12116,13,0.8753906676731222,2024-05-22 08:26:44.866667
Entry,29,13443,14,0.9507315125065943,2024-05-22 08:27:29.100000
Exit,29,13969,15,0.850936494636197,2024-05-22 08:27:46.633333
Entry,25,17191,16,0.9370449527917993,2024-05-22 08:29:34.033333
Entry,10,17518,17,0.9430411620620184,2024-05-22 08:29:44.933333
