action,nest,frame_number,track_id,ml_confidence,timestamp
Entry,29,2246,1,0.9752664894427717,2024-05-24 18:11:15.866667
Exit,29,4561,6,0.8274797363599035,2024-05-24 18:12:33.033333
Entry,16,4993,7,0.8272001360948283,2024-05-24 18:12:47.433333
Exit,16,5019,10,0.8564849646028335,2024-05-24 18:12:48.300000
Entry,4,5289,10,0.7535057497246456,2024-05-24 18:12:57.300000
Exit,4,5478,15,0.9378522804521784,2024-05-24 18:13:03.600000
Entry,8,5566,15,0.6637198395536195,2024-05-24 18:13:06.533333
Exit,41,11343,35,0.6942788918142252,2024-05-24 18:16:19.100000
Exit,22,15377,60,0.7748458160238847,2024-05-24 18:18:33.566667
Exit,12,15838,70,0.8599942296438553,2024-05-24 18:18:48.933333
Entry,12,15853,70,0.7709250059017327,2024-05-24 18:18:49.433333
Entry,7,16394,75,0.6172444361752072,2024-05-24 18:19:07.466667
Entry,5,16568,77,0.9824802250655376,2024-05-24 18:19:13.266667
Exit,5,16911,78,0.7836881207976012,2024-05-24 18:19:24.700000
Entry,19,16986,78,0.9563505228151845,2024-05-24 18:19:27.200000
Exit,59,17859,80,0.9154440079111484,2024-05-24 18:19:56.300000
