action,nest,frame_number,track_id,ml_confidence,timestamp
Exit,58,1659,2,0.8161578136845223,2024-05-24 14:40:56.300000
Exit,58,2489,7,0.8806824797110449,2024-05-24 14:41:23.966667
Exit,58,5947,10,0.6098739069386785,2024-05-24 14:43:19.233333
Entry,58,5997,10,0.6488718676357493,2024-05-24 14:43:20.900000
Exit,27,7194,14,0.6877433381807275,2024-05-24 14:44:00.800000
Exit,58,10619,19,0.8422948809365213,2024-05-24 14:45:54.966667
Entry,59,13809,20,0.6539482561762314,2024-05-24 14:47:41.300000
Exit,26,15677,21,0.9166112842573382,2024-05-24 14:48:43.566667
Entry,28,15903,22,0.9453248370448037,2024-05-24 14:48:51.100000
Exit,28,16949,24,0.8772094352729971,2024-05-24 14:49:25.966667
