action,nest,frame_number,track_id,ml_confidence,timestamp
Entry,10,978,2,0.9468710227429527,2024-05-03 12:20:32.600000
Exit,10,1259,8,0.7497064363485185,2024-05-03 12:20:41.966667
Entry,13,2111,12,0.7953574573386949,2024-05-03 12:21:10.366667
Exit,1,3353,13,0.9940107908979411,2024-05-03 12:21:51.766667
Exit,13,4305,14,0.6774314873368934,2024-05-03 12:22:23.500000
Entry,1,6602,16,0.8490983613498981,2024-05-03 12:23:40.066667
Entry,13,8285,17,0.9138948987474914,2024-05-03 12:24:36.166667
Exit,1,9502,18,0.9735508945003305,2024-05-03 12:25:16.733333
Exit,13,10179,19,0.6867209622746421,2024-05-03 12:25:39.300000
Entry,14,15429,26,0.9269484044337903,2024-05-03 12:28:34.300000
Entry,13,15790,27,0.9652106390623927,2024-05-03 12:28:46.333333
Exit,13,15934,29,0.8992588619246972,2024-05-03 12:28:51.133333
Entry,11,16012,29,0.9874137061050087,2024-05-03 12:28:53.733333
Entry,21,16531,34,0.9384147929736207,2024-05-03 12:29:11.033333
Exit,11,17182,37,0.7170745508699506,2024-05-03 12:29:32.733333
Entry,1,17993,42,0.8576830443755089,2024-05-03 12:29:59.766667
