action,nest,frame_number,track_id,ml_confidence,timestamp
Exit,20,0,1,0.6672541454317745,2024-05-24 19:10:00.000000
Entry,13,104,1,0.9781223672071122,2024-05-24 19:10:03.466667
Exit,13,141,4,0.9077606228153288,2024-05-24 19:10:04.700000
Entry,22,1014,12,0.6343408881296915,2024-05-24 19:10:33.800000
Exit,22,3044,15,0.7996106278504084,2024-05-24 19:11:41.466667
Entry,19,3666,16,0.9426991983987145,2024-05-24 19:12:02.200000
Exit,19,3819,17,0.7273702356485362,2024-05-24 19:12:07.300000
Entry,20,3969,17,0.6688816504462944,2024-05-24 19:12:12.300000
Entry,22,6230,19,0.8590998754730081,2024-05-24 19:13:27.666667
Entry,59,6319,21,0.6458467226606476,2024-05-24 19:13:30.633333
Exit,22,8205,23,0.834427390043514,2024-05-24 19:14:33.500000
Entry,22,11103,26,0.8382183368531316,2024-05-24 19:16:10.100000
Entry,51,11234,28,0.8131180294459708,2024-05-24 19:16:14.466667
Exit,51,11777,30,0.716957605120087,2024-05-24 19:16:32.566667
Exit,22,13120,45,0.702344440462083,2024-05-24 19:17:17.333333
Entry,22,16392,46,0.9222284884014552,2024-05-24 19:19:06.400000
