action,nest,frame_number,track_id,ml_confidence,timestamp
Entry,2,204,1,0.681737309363748,2024-05-03 16:10:06.800000
Exit,2,294,2,0.7585984974359795,2024-05-03 16:10:09.800000
Entry,1,381,2,0.91574306077955,2024-05-03 16:10:12.700000
Entry,46,448,4,0.9185480009894104,2024-05-03 16:10:14.933333
Entry,5,1238,5,0.9285257908995048,2024-05-03 16:10:41.266667
Exit,5,1329,7,0.6925864572613585,2024-05-03 16:10:44.300000
Entry,15,1455,9,0.9340567564044782,2024-05-03 16:10:48.500000
Exit,15,2106,13,0.7960156755651695,2024-05-03 16:11:10.200000
Entry,14,2963,16,0.8875239598375925,2024-05-03 16:11:38.766667
Exit,46,3429,21,0.9746303468882185,2024-05-03 16:11:54.300000
Entry,13,3824,24,0.8805743948710717,2024-05-03 16:12:07.466667
Entry,21,4102,26,0.9659409602251888,2024-05-03 16:12:16.733333
Entry,11,5545,31,0.9678547450586104,2024-05-03 16:13:04.833333
Exit,11,6941,33,0.9878541438146905,2024-05-03 16:13:51.366667
Entry,11,7034,33,0.9891740461345928,2024-05-03 16:13:54.466667
Entry,14,7884,37,0.9018905708455434,2024-05-03 16:14:22.800000
Exit,11,7970,39,0.9907250766122268,2024-05-03 16:14:25.666667
Exit,35,8491,40,0.9423526657262401,2024-05-03 16:14:43.033333
Exit,21,10047,41,0.6621965956655272,2024-05-03 16:15:34.900000
Entry,21,10050,41,0.608995751940432,2024-05-03 16:15:35.000000
Exit,21,10047,42,0.6621965956655272,2024-05-03 16:15:34.900000
Exit,21,10221,45,0.832809876283142,2024-05-03 16:15:40.700000
Entry,2,12610,52,0.7346297258666402,2024-05-03 16:17:00.333333
Exit,14,12675,58,0.8562820645086853,2024-05-03 16:17:02.500000
Entry,1,13918,60,0.7754050301866591,2024-05-03 16:17:43.933333
Entry,11,13971,63,0.7999997302753872,2024-05-03 16:17:45.700000
Exit,11,14722,64,0.9743044881280636,2024-05-03 16:18:10.733333
Entry,11,14831,64,0.9742219514235755,2024-05-03 16:18:14.366667
Exit,11,15523,70,0.8385193791468288,2024-05-03 16:18:37.433333
Entry,13,15808,72,0.9466539385812625,2024-05-03 16:18:46.933333
