action,nest,frame_number,track_id,ml_confidence,timestamp
Exit,25,55,6,0.8849951268468718,2024-04-30 13:10:01.833333
Entry,16,242,6,0.7332520071071282,2024-04-30 13:10:08.066667
Entry,38,224,9,0.952933635180298,2024-04-30 13:10:07.466667
Exit,16,290,12,0.9252277272812824,2024-04-30 13:10:09.666667
Entry,1,447,12,0.9779675985726941,2024-04-30 13:10:14.900000
Exit,1,543,15,0.7132440809402677,2024-04-30 13:10:18.100000
Exit,59,1905,22,0.8092589949209532,2024-04-30 13:11:03.500000
Entry,50,1989,22,0.9219312079138517,2024-04-30 13:11:06.300000
Exit,14,2905,24,0.8061719194547088,2024-04-30 13:11:36.833333
Exit,50,3461,26,0.9253790138338883,2024-04-30 13:11:55.366667
Exit,60,4561,36,0.8458975785575902,2024-04-30 13:12:32.033333
Entry,44,4665,36,0.9900409374202266,2024-04-30 13:12:35.500000
Exit,44,5974,41,0.8741293049202065,2024-04-30 13:13:19.133333
Entry,59,6084,41,0.7142359494417008,2024-04-30 13:13:22.800000
Entry,41,6680,47,0.8912395199317409,2024-04-30 13:13:42.666667
Exit,41,7539,53,0.6802889775731225,2024-04-30 13:14:11.300000
Entry,20,8882,58,0.9906994203907229,2024-04-30 13:14:56.066667
Exit,20,9260,60,0.7054500674022105,2024-04-30 13:15:08.666667
Entry,46,9970,62,0.891554656208788,2024-04-30 13:15:32.333333
Entry,26,10260,63,0.853134663306637,2024-04-30 13:15:42.000000
Exit,26,10276,64,0.8727130571364273,2024-04-30 13:15:42.533333
Entry,27,10519,64,0.8543420771740131,2024-04-30 13:15:50.633333
Exit,27,10594,71,0.881945077381231,2024-04-30 13:15:53.133333
Entry,37,10680,71,0.9292702171708304,2024-04-30 13:15:56.000000
Exit,46,10907,72,0.741081748737694,2024-04-30 13:16:03.566667
Entry,13,11341,77,0.6985270943910896,2024-04-30 13:16:18.033333
Entry,15,12510,80,0.8868946461611649,2024-04-30 13:16:57.000000
Exit,15,13006,84,0.8327569146007352,2024-04-30 13:17:13.533333
Entry,58,13326,87,0.7600935313947923,2024-04-30 13:17:24.200000
Exit,58,13651,88,0.7461983262449968,2024-04-30 13:17:35.033333
Exit,52,13804,89,0.6206365100937793,2024-04-30 13:17:40.133333
Exit,37,14387,90,0.7864198803605816,2024-04-30 13:17:59.566667
Exit,58,14805,110,0.7402645723575465,2024-04-30 13:18:13.500000
Entry,40,14953,114,0.6802768944213046,2024-04-30 13:18:18.433333
Exit,58,15028,122,0.6476710136054321,2024-04-30 13:18:20.933333
Entry,35,15163,124,0.8168457120724837,2024-04-30 13:18:25.433333
Entry,30,15340,126,0.9403950854259245,2024-04-30 13:18:31.333333
Exit,40,15629,130,0.748095838478034,2024-04-30 13:18:40.966667
Exit,30,15914,136,0.7785418552927686,2024-04-30 13:18:50.466667
Exit,58,15922,137,0.8113253775748938,2024-04-30 13:18:50.733333
Entry,58,15937,137,0.7232033440832789,2024-04-30 13:18:51.233333
Entry,26,16453,139,0.885968779940256,2024-04-30 13:19:08.433333
