action,nest,frame_number,track_id,ml_confidence,timestamp
Entry,27,3839,3,0.883590656454449,2024-05-21 14:02:07.966667
Exit,27,8753,7,0.8037226111215027,2024-05-21 14:04:51.766667
Entry,26,9130,8,0.6674340340528571,2024-05-21 14:05:04.333333
Exit,31,9069,10,0.916295662722392,2024-05-21 14:05:02.300000
Entry,31,9073,10,0.849889000556624,2024-05-21 14:05:02.433333
Exit,46,9088,11,0.808344952981566,2024-05-21 14:05:02.933333
Entry,46,9103,11,0.7202229194899512,2024-05-21 14:05:03.433333
Exit,26,9636,12,0.7348282065395818,2024-05-21 14:05:21.200000
Entry,18,11497,14,0.9966476962527918,2024-05-21 14:06:23.233333
Entry,10,12539,18,0.8389607646747878,2024-05-21 14:06:57.966667
Entry,25,13223,19,0.9093535298913316,2024-05-21 14:07:20.766667
Exit,18,13380,20,0.7076480377189612,2024-05-21 14:07:26.000000
Exit,10,14328,21,0.8909420237176484,2024-05-21 14:07:57.600000
Exit,25,15470,22,0.9053176253586261,2024-05-21 14:08:35.666667
Exit,60,17905,24,0.6958334633025117,2024-05-21 14:09:56.833333
