action,nest,frame_number,track_id,ml_confidence,timestamp
Exit,1,1263,1,0.8289211008857396,2024-05-03 18:00:42.100000
Exit,21,1841,2,0.7956567244278903,2024-05-03 18:01:01.366667
Entry,39,1991,10,0.8580145159116705,2024-05-03 18:01:06.366667
Exit,39,3765,13,0.9186508892775559,2024-05-03 18:02:05.500000
Entry,12,8346,15,0.8825215895487143,2024-05-03 18:04:38.200000
Exit,12,8432,18,0.7384331368506071,2024-05-03 18:04:41.066667
Entry,11,8486,18,0.9269131767717014,2024-05-03 18:04:42.866667
Entry,39,8612,20,0.8400722052352765,2024-05-03 18:04:47.066667
Exit,11,9769,21,0.9912486026734052,2024-05-03 18:05:25.633333
Entry,11,9862,21,0.9773604252576971,2024-05-03 18:05:28.733333
Entry,44,10233,22,0.9009878380973412,2024-05-03 18:05:41.100000
Entry,1,10761,23,0.9312114592126263,2024-05-03 18:05:58.700000
Exit,39,10876,24,0.7736922220463783,2024-05-03 18:06:02.533333
Entry,21,11120,25,0.9826991983987144,2024-05-03 18:06:10.666667
Exit,11,11029,26,0.6795147347818467,2024-05-03 18:06:07.633333
Exit,59,11821,28,0.6421059751212944,2024-05-03 18:06:34.033333
Entry,59,11859,28,0.720032636273762,2024-05-03 18:06:35.300000
Entry,5,11977,29,0.9152928179276125,2024-05-03 18:06:39.233333
Exit,1,14296,31,0.6550914169122618,2024-05-03 18:07:56.533333
Entry,39,15081,33,0.9626991983987145,2024-05-03 18:08:22.700000
Exit,21,16792,37,0.6551674687000708,2024-05-03 18:09:19.733333
Exit,39,16936,38,0.9772377653851386,2024-05-03 18:09:24.533333
