action,nest,frame_number,track_id,ml_confidence,timestamp
Exit,9,352,11,0.6001742320608349,2024-05-25 11:20:11.733333
Entry,20,625,25,0.9298478473691151,2024-05-25 11:20:20.833333
Exit,22,1347,46,0.9255626470872703,2024-05-25 11:20:44.900000
Exit,20,2324,72,0.8277523833232143,2024-05-25 11:21:17.466667
Exit,6,3457,75,0.7849662077024484,2024-05-25 11:21:55.233333
Exit,46,5786,91,0.8064671491061898,2024-05-25 11:23:12.866667
Entry,46,5801,91,0.7232033440832789,2024-05-25 11:23:13.366667
Exit,20,8540,93,0.905713797815539,2024-05-25 11:24:44.666667
Entry,20,8961,94,0.8287977574513065,2024-05-25 11:24:58.700000
Exit,20,9441,95,0.8802773863990636,2024-05-25 11:25:14.700000
Entry,8,10126,97,0.7494652615819721,2024-05-25 11:25:37.533333
Exit,8,12000,105,0.7899257765811913,2024-05-25 11:26:40.000000
Entry,20,12386,109,0.9330529898656025,2024-05-25 11:26:52.866667
Exit,20,14623,110,0.8178171019683675,2024-05-25 11:28:07.433333
