action,nest,frame_number,track_id,ml_confidence,timestamp
Exit,21,226,1,0.6599135464709908,2024-05-07 13:40:07.533333
Exit,13,2874,10,0.775294466525797,2024-05-07 13:41:35.800000
Entry,15,4267,22,0.8998172319980108,2024-05-07 13:42:22.233333
Entry,45,4298,25,0.9083850116015786,2024-05-07 13:42:23.266667
Exit,45,6331,34,0.7797115571988661,2024-05-07 13:43:31.033333
Entry,45,6331,34,0.7191103137523099,2024-05-07 13:43:31.033333
Exit,45,6331,35,0.7797115571988661,2024-05-07 13:43:31.033333
Entry,45,6660,35,0.829967413360318,2024-05-07 13:43:42.000000
Exit,45,7509,37,0.6308139188243738,2024-05-07 13:44:10.300000
Exit,15,10198,41,0.6264317742543176,2024-05-07 13:45:39.933333
Entry,13,14433,65,0.6632467716097018,2024-05-07 13:48:01.100000
Exit,21,14500,70,0.6773269007850883,2024-05-07 13:48:03.333333
Entry,21,14656,70,0.6653610888192761,2024-05-07 13:48:08.533333
Exit,53,14830,71,0.6414445566416773,2024-05-07 13:48:14.333333
Entry,53,14939,73,0.8481563576139177,2024-05-07 13:48:17.966667
Exit,53,15328,74,0.6573078470755703,2024-05-07 13:48:30.933333
Entry,1,17475,78,0.843536706785019,2024-05-07 13:49:42.500000
Exit,1,17560,81,0.7104907881182017,2024-05-07 13:49:45.333333
