action,nest,frame_number,track_id,ml_confidence,timestamp
Exit,59,1385,10,0.6735073602682724,2024-05-24 16:40:46.166667
Entry,59,1426,10,0.7481483071350256,2024-05-24 16:40:47.533333
Entry,22,4694,13,0.759054891463284,2024-05-24 16:42:36.466667
Exit,22,4933,15,0.6151109260944836,2024-05-24 16:42:44.433333
Exit,22,5521,17,0.754046123764201,2024-05-24 16:43:04.033333
Entry,28,8574,19,0.8098505578053787,2024-05-24 16:44:45.800000
Exit,28,9753,24,0.7875915275645514,2024-05-24 16:45:25.100000
Entry,28,12775,26,0.807238474399273,2024-05-24 16:47:05.833333
Exit,59,13596,36,0.7005765275847967,2024-05-24 16:47:33.200000
Exit,28,14037,41,0.9207599333750511,2024-05-24 16:47:47.900000
