action,nest,frame_number,track_id,ml_confidence,timestamp
Entry,19,486,8,0.894472885863489,2024-05-19 14:10:16.200000
Entry,41,542,13,0.8908473132088665,2024-05-19 14:10:18.066667
Entry,18,643,14,0.9647422047253491,2024-05-19 14:10:21.433333
Exit,41,1127,19,0.7180712973507012,2024-05-19 14:10:37.566667
Exit,19,1903,22,0.8029523480405061,2024-05-19 14:11:03.433333
Exit,18,2016,23,0.7794143278994224,2024-05-19 14:11:07.200000
Entry,22,2585,32,0.8225838616223886,2024-05-19 14:11:26.166667
Exit,22,2628,34,0.7965609684060567,2024-05-19 14:11:27.600000
Entry,2,2737,34,0.9828201684983204,2024-05-19 14:11:31.233333
Exit,2,4162,44,0.8956398433112045,2024-05-19 14:12:18.733333
Entry,8,8896,60,0.9835779760403927,2024-05-19 14:14:56.533333
Exit,8,10438,61,0.8569821885362089,2024-05-19 14:15:47.933333
Entry,21,10647,61,0.9203278954927022,2024-05-19 14:15:54.900000
Exit,21,11984,64,0.7793104769355251,2024-05-19 14:16:39.466667
Entry,40,14155,72,0.9243970215849925,2024-05-19 14:17:51.833333
Exit,40,15913,76,0.906112081174677,2024-05-19 14:18:50.433333
Entry,27,16092,76,0.9847774649652945,2024-05-19 14:18:56.400000
Exit,27,17408,77,0.7727570516586906,2024-05-19 14:19:40.266667
