action,nest,frame_number,track_id,ml_confidence,timestamp
Exit,7,178,1,0.8671432871316549,2024-05-19 15:40:05.933333
Entry,11,326,1,0.9791288531327217,2024-05-19 15:40:10.866667
Exit,11,339,4,0.7085595782580002,2024-05-19 15:40:11.300000
Entry,50,1886,29,0.7876273910656217,2024-05-19 15:41:02.866667
Entry,10,3629,44,0.8939808303723656,2024-05-19 15:42:00.966667
Exit,10,10845,61,0.748796674399738,2024-05-19 15:46:01.500000
Entry,32,11052,63,0.9913961700012655,2024-05-19 15:46:08.400000
Entry,56,11310,70,0.6759569668245767,2024-05-19 15:46:17.000000
Exit,56,11428,75,0.8193790977681878,2024-05-19 15:46:20.933333
Entry,40,11624,75,0.9577477235729507,2024-05-19 15:46:27.466667
Exit,32,12025,80,0.7930735918973956,2024-05-19 15:46:40.833333
Entry,12,12193,80,0.9802048833865084,2024-05-19 15:46:46.433333
Entry,54,13778,94,0.7883877614177122,2024-05-19 15:47:39.266667
Exit,12,14576,105,0.7316574508245622,2024-05-19 15:48:05.866667
Entry,30,16971,113,0.8493958825682476,2024-05-19 15:49:25.700000
