action,nest,frame_number,track_id,ml_confidence,timestamp
Exit,26,1252,3,0.8620332201913681,2024-05-23 15:50:41.733333
Entry,10,1310,3,0.9208356294151813,2024-05-23 15:50:43.666667
Entry,26,1912,7,0.6628545642169137,2024-05-23 15:51:03.733333
Exit,26,2839,11,0.9220859168153182,2024-05-23 15:51:34.633333
Entry,26,3300,13,0.7948441198212105,2024-05-23 15:51:50.000000
Exit,26,3840,15,0.9010364481092066,2024-05-23 15:52:08.000000
Entry,27,4232,16,0.8493623601973177,2024-05-23 15:52:21.066667
Exit,27,4704,18,0.9594479517824064,2024-05-23 15:52:36.800000
Entry,28,5143,20,0.8197108833945215,2024-05-23 15:52:51.433333
Exit,28,5857,22,0.8574435586857426,2024-05-23 15:53:15.233333
Entry,29,9878,23,0.7592533651084756,2024-05-23 15:55:29.266667
Exit,29,12579,24,0.6942679057894674,2024-05-23 15:56:59.300000
Entry,28,13731,30,0.7943631748750013,2024-05-23 15:57:37.700000
Exit,28,14068,31,0.9251131542182074,2024-05-23 15:57:48.933333
Exit,58,16260,35,0.6252715892007017,2024-05-23 15:59:02.000000
Entry,58,16298,35,0.7051640623189812,2024-05-23 15:59:03.266667
