action,nest,frame_number,track_id,ml_confidence,timestamp
Entry,21,942,5,0.9782988828060657,2024-05-08 13:10:31.400000
Exit,1,2084,11,0.8225819244877748,2024-05-08 13:11:09.466667
Entry,6,2887,12,0.8454866537443008,2024-05-08 13:11:36.233333
Exit,11,2734,14,0.7580108929316488,2024-05-08 13:11:31.133333
Exit,6,4418,19,0.7816832640635171,2024-05-08 13:12:27.266667
Entry,1,4938,21,0.8519363098972323,2024-05-08 13:12:44.600000
Entry,1,6261,30,0.7902896932965129,2024-05-08 13:13:28.700000
Exit,1,6300,32,0.9149510579527537,2024-05-08 13:13:30.000000
Entry,11,6627,35,0.9486258006296693,2024-05-08 13:13:40.900000
Exit,31,8353,37,0.7352816042058172,2024-05-08 13:14:38.433333
Entry,6,8501,37,0.933787371865771,2024-05-08 13:14:43.366667
Exit,6,9057,40,0.6003020842099838,2024-05-08 13:15:01.900000
Exit,6,9181,41,0.724892401147137,2024-05-08 13:15:06.033333
Entry,6,9525,41,0.7115880986492007,2024-05-08 13:15:17.500000
Exit,21,9322,54,0.8855861187424177,2024-05-08 13:15:10.733333
Exit,6,10077,60,0.7497062693995429,2024-05-08 13:15:35.900000
Exit,1,11379,62,0.8181827635151069,2024-05-08 13:16:19.300000
Entry,1,11823,63,0.7269982883624411,2024-05-08 13:16:34.100000
Exit,11,11883,67,0.935703405287238,2024-05-08 13:16:36.100000
Exit,1,12550,71,0.798006428112179,2024-05-08 13:16:58.333333
Entry,29,13498,75,0.9634695088487979,2024-05-08 13:17:29.933333
Exit,29,13564,76,0.7631409340251935,2024-05-08 13:17:32.133333
Entry,1,13674,76,0.8277206155879768,2024-05-08 13:17:35.800000
Exit,31,13629,78,0.8599942296438553,2024-05-08 13:17:34.300000
Entry,31,13644,78,0.7709250059017327,2024-05-08 13:17:34.800000
Exit,1,13752,79,0.923462112418518,2024-05-08 13:17:38.400000
Entry,1,13961,81,0.8334907462847062,2024-05-08 13:17:45.366667
Entry,1,14815,82,0.7830630673492053,2024-05-08 13:18:13.833333
Entry,11,15825,113,0.9251756094172834,2024-05-08 13:18:47.500000
Exit,11,15858,116,0.6930567119404618,2024-05-08 13:18:48.600000
Entry,1,15908,116,0.8772391500803688,2024-05-08 13:18:50.266667
Exit,14,16184,123,0.7137850591279973,2024-05-08 13:18:59.466667
Entry,8,16259,124,0.9077204097970654,2024-05-08 13:19:01.966667
Exit,1,16496,131,0.7517899750263637,2024-05-08 13:19:09.866667
Exit,1,16528,132,0.9104855889585898,2024-05-08 13:19:10.933333
Entry,1,16584,132,0.9230933014825231,2024-05-08 13:19:12.800000
Exit,8,16808,136,0.8102027430506942,2024-05-08 13:19:20.266667
