action,nest,frame_number,track_id,ml_confidence,timestamp
Entry,10,265,1,0.8507043338095832,2024-05-21 19:40:08.833333
Entry,26,893,2,0.8175039568341245,2024-05-21 19:40:29.766667
Exit,26,1781,4,0.9506222494121951,2024-05-21 19:40:59.366667
Entry,24,2631,6,0.9425056649887683,2024-05-21 19:41:27.700000
Exit,10,2923,7,0.9844767520202663,2024-05-21 19:41:37.433333
Exit,24,2993,8,0.933150551305165,2024-05-21 19:41:39.766667
Entry,27,3061,8,0.999933410538506,2024-05-21 19:41:42.033333
Exit,27,3640,10,0.82984081554255,2024-05-21 19:42:01.333333
Entry,25,7282,11,0.893752620158628,2024-05-21 19:44:02.733333
Exit,25,8432,13,0.8715983626641983,2024-05-21 19:44:41.066667
Entry,29,8819,15,0.9511845943418215,2024-05-21 19:44:53.966667
Exit,29,9442,18,0.7572826950826493,2024-05-21 19:45:14.733333
Exit,59,9772,19,0.7443467922401701,2024-05-21 19:45:25.733333
Entry,59,9821,19,0.8473272168334982,2024-05-21 19:45:27.366667
Entry,19,10330,20,0.9996366363449576,2024-05-21 19:45:44.333333
Exit,19,12333,25,0.9806254499640455,2024-05-21 19:46:51.100000
Entry,19,12425,25,0.9733087011197661,2024-05-21 19:46:54.166667
Entry,28,13069,34,0.9866476962527918,2024-05-21 19:47:15.633333
Exit,59,13080,35,0.7234154873169959,2024-05-21 19:47:16.000000
Exit,19,15017,37,0.9820449789321292,2024-05-21 19:48:20.566667
Exit,28,15960,38,0.8263085692410478,2024-05-21 19:48:52.000000
