action,nest,frame_number,track_id,ml_confidence,timestamp
Entry,28,51,1,0.8010887835095274,2024-05-24 12:50:01.700000
Exit,20,741,4,0.7636157005119135,2024-05-24 12:50:24.700000
Exit,28,1693,5,0.9060580572940329,2024-05-24 12:50:56.433333
Entry,58,3067,6,0.9116735126283336,2024-05-24 12:51:42.233333
Entry,20,3943,8,0.8104818139060324,2024-05-24 12:52:11.433333
Entry,29,5213,10,0.8420342189782143,2024-05-24 12:52:53.766667
Exit,58,5393,13,0.8591334185201568,2024-05-24 12:52:59.766667
Exit,17,5867,16,0.6476710136054321,2024-05-24 12:53:15.566667
Exit,29,7070,18,0.8546556182696428,2024-05-24 12:53:55.666667
Exit,20,7332,21,0.7307537332854283,2024-05-24 12:54:04.400000
Exit,59,7938,22,0.6247908000240181,2024-05-24 12:54:24.600000
Entry,59,7977,22,0.6946832731422978,2024-05-24 12:54:25.900000
Entry,27,10731,27,0.80125663360814,2024-05-24 12:55:57.700000
Exit,27,12193,28,0.853659583007695,2024-05-24 12:56:46.433333
Entry,20,13272,30,0.7719609607298112,2024-05-24 12:57:22.400000
Exit,59,13350,31,0.733592726592669,2024-05-24 12:57:25.000000
Entry,29,15032,33,0.9410780208763865,2024-05-24 12:58:21.066667
Entry,57,16151,39,0.60982347467014,2024-05-24 12:58:58.366667
Exit,29,16712,45,0.8291007459257373,2024-05-24 12:59:17.066667
