action,nest,frame_number,track_id,ml_confidence,timestamp
Entry,1,1264,3,0.8092622296591895,2024-05-01 18:00:43.133333
Exit,16,1658,4,0.6868126290283015,2024-05-01 18:00:56.266667
Exit,16,2696,6,0.8956025601542987,2024-05-01 18:01:30.866667
Entry,14,4495,23,0.8364902949137636,2024-05-01 18:02:30.833333
Entry,11,4646,24,0.8502068444129057,2024-05-01 18:02:35.866667
Exit,14,4769,25,0.8305060590935085,2024-05-01 18:02:39.966667
Exit,11,4907,30,0.9276664190967031,2024-05-01 18:02:44.566667
Entry,14,5132,30,0.9066133251581802,2024-05-01 18:02:52.066667
Entry,14,5463,36,0.824790096569174,2024-05-01 18:03:03.100000
Exit,14,7336,42,0.6975029344657332,2024-05-01 18:04:05.533333
Entry,12,7676,45,0.8865312590286442,2024-05-01 18:04:16.866667
Exit,12,8169,46,0.7206805843190591,2024-05-01 18:04:33.300000
Exit,14,8317,47,0.7703971718629471,2024-05-01 18:04:38.233333
Entry,12,9196,48,0.8784842199846484,2024-05-01 18:05:07.533333
Entry,14,9421,50,0.9481104557155514,2024-05-01 18:05:15.033333
Exit,14,9947,51,0.8430189564191004,2024-05-01 18:05:32.566667
Entry,14,10008,51,0.8739001923774952,2024-05-01 18:05:34.600000
Entry,1,12178,54,0.9578195513010687,2024-05-01 18:06:46.933333
Exit,14,12468,59,0.9188034175068573,2024-05-01 18:06:56.600000
Entry,16,13049,60,0.9625954587123523,2024-05-01 18:07:15.966667
Entry,15,13155,62,0.9653534962052498,2024-05-01 18:07:19.500000
Entry,24,13489,66,0.7661468973230586,2024-05-01 18:07:30.633333
Exit,15,13542,68,0.9894014700433054,2024-05-01 18:07:32.400000
Entry,15,13618,68,0.9904915174366704,2024-05-01 18:07:34.933333
Exit,16,14363,69,0.7623707658024265,2024-05-01 18:07:59.766667
Exit,15,15265,70,0.9077936950849412,2024-05-01 18:08:29.833333
Entry,16,15653,72,0.8276922174266481,2024-05-01 18:08:42.766667
Entry,13,15986,77,0.8079333824842511,2024-05-01 18:08:53.866667
Exit,13,16441,78,0.7483375854894756,2024-05-01 18:09:09.033333
Entry,14,17020,81,0.7843282125124348,2024-05-01 18:09:28.333333
