action,nest,frame_number,track_id,ml_confidence,timestamp
Entry,11,1235,3,0.9415659857466133,2024-05-06 15:40:42.166667
Entry,58,1325,9,0.8918946409929301,2024-05-06 15:40:45.166667
Entry,40,1522,10,0.9892868264590261,2024-05-06 15:40:51.733333
Exit,58,1864,13,0.7241031812153406,2024-05-06 15:41:03.133333
Entry,58,1976,13,0.7497412616674626,2024-05-06 15:41:06.866667
Exit,40,2075,14,0.9836509307826803,2024-05-06 15:41:10.166667
Exit,58,2539,15,0.6360936901969905,2024-05-06 15:41:25.633333
Exit,11,2901,19,0.6430092676816096,2024-05-06 15:41:37.700000
Entry,10,3515,20,0.6937588076062637,2024-05-06 15:41:58.166667
Entry,46,3819,27,0.8323898547527969,2024-05-06 15:42:08.300000
Entry,14,4733,30,0.9203416456012249,2024-05-06 15:42:38.766667
Exit,46,4700,32,0.9570007508018543,2024-05-06 15:42:37.666667
Entry,58,4880,33,0.7156004421384011,2024-05-06 15:42:43.666667
Entry,56,5657,35,0.9991793121778503,2024-05-06 15:43:09.566667
Exit,56,6167,39,0.8681716894540097,2024-05-06 15:43:26.566667
Entry,44,6227,39,0.9866476962527918,2024-05-06 15:43:28.566667
Exit,44,6729,40,0.8051460277431081,2024-05-06 15:43:45.300000
Entry,40,6801,40,0.9618755760368665,2024-05-06 15:43:47.700000
Exit,40,6827,42,0.8834416253627704,2024-05-06 15:43:48.566667
Entry,27,6893,42,0.9111409191075679,2024-05-06 15:43:50.766667
Entry,11,6882,43,0.8895411649553866,2024-05-06 15:43:50.400000
Entry,43,6971,49,0.8246670852725295,2024-05-06 15:43:53.366667
Exit,14,7221,50,0.9765945619331575,2024-05-06 15:44:01.700000
Entry,14,7310,50,0.9844858928244884,2024-05-06 15:44:04.666667
Exit,43,7283,55,0.8380051734938947,2024-05-06 15:44:03.766667
Exit,27,7312,56,0.6205463476813879,2024-05-06 15:44:04.733333
Entry,47,7440,58,0.7060614629777722,2024-05-06 15:44:09.000000
Exit,47,7863,61,0.761679129476409,2024-05-06 15:44:23.100000
Entry,59,7933,62,0.6552863655019436,2024-05-06 15:44:25.433333
Exit,59,8026,64,0.875090777802024,2024-05-06 15:44:28.533333
Entry,59,8125,65,0.767383061564856,2024-05-06 15:44:31.833333
Exit,11,8440,66,0.7567163537991797,2024-05-06 15:44:42.333333
Exit,14,8883,70,0.9945872320006979,2024-05-06 15:44:57.100000
Entry,44,9532,71,0.9291743018137143,2024-05-06 15:45:18.733333
Exit,59,9634,73,0.8362158099432542,2024-05-06 15:45:22.133333
Entry,58,9826,75,0.6793511848071876,2024-05-06 15:45:28.533333
Exit,56,10845,82,0.896569908604183,2024-05-06 15:46:02.500000
Exit,44,11885,86,0.8988452151515521,2024-05-06 15:46:37.166667
Exit,54,12733,89,0.6341169235992066,2024-05-06 15:47:05.433333
Entry,54,12769,89,0.7100777727858621,2024-05-06 15:47:06.633333
Entry,11,13536,90,0.8484314082124211,2024-05-06 15:47:32.200000
Exit,54,13620,95,0.8394537899830807,2024-05-06 15:47:35.000000
Entry,32,13700,95,0.8883227346752398,2024-05-06 15:47:37.666667
Exit,32,14072,99,0.8194069860086217,2024-05-06 15:47:50.066667
Exit,3,14625,106,0.7220875290206572,2024-05-06 15:48:08.500000
Exit,46,14731,110,0.8917260834610137,2024-05-06 15:48:12.033333
Entry,59,14794,110,0.9766476962527918,2024-05-06 15:48:14.133333
Entry,57,15970,118,0.9166197491874735,2024-05-06 15:48:53.333333
Entry,43,16324,119,0.9557871498737627,2024-05-06 15:49:05.133333
Entry,1,16391,122,0.826567906795773,2024-05-06 15:49:07.366667
Exit,43,16669,124,0.9272177471733153,2024-05-06 15:49:16.633333
Entry,45,16765,124,0.9221332596629306,2024-05-06 15:49:19.833333
Exit,11,16802,128,0.9240058604335918,2024-05-06 15:49:21.066667
