action,nest,frame_number,track_id,ml_confidence,timestamp
Entry,9,49,1,0.9414567857708701,2024-05-21 13:50:01.633333
Exit,9,508,3,0.7511405607622046,2024-05-21 13:50:16.933333
Entry,10,560,3,0.9329899762599128,2024-05-21 13:50:18.666667
Entry,18,1305,6,0.9864499334421258,2024-05-21 13:50:43.500000
Exit,18,3643,12,0.7526020146033712,2024-05-21 13:52:01.433333
Exit,10,10224,18,0.7087799154712995,2024-05-21 13:55:40.800000
Entry,29,10395,21,0.8438651210523821,2024-05-21 13:55:46.500000
Exit,29,14078,27,0.9506222494121951,2024-05-21 13:57:49.266667
Entry,19,14412,28,0.9996366363449576,2024-05-21 13:58:00.400000
Exit,23,14838,36,0.8225394440423037,2024-05-21 13:58:14.600000
Exit,19,16192,43,0.9452561170542916,2024-05-21 13:58:59.733333
Exit,59,16201,45,0.8499942296438553,2024-05-21 13:59:00.033333
Entry,59,16216,45,0.7609250059017327,2024-05-21 13:59:00.533333
Entry,10,17693,48,0.9520881586478325,2024-05-21 13:59:49.766667
