action,nest,frame_number,track_id,ml_confidence,timestamp
Entry,16,92,2,0.9726991983987144,2024-05-03 13:10:03.066667
Exit,21,2439,5,0.6458661701551872,2024-05-03 13:11:21.300000
Entry,20,2604,5,0.6988225451595751,2024-05-03 13:11:26.800000
Exit,16,2823,10,0.8851924528714972,2024-05-03 13:11:34.100000
Entry,12,4709,13,0.8909087203290267,2024-05-03 13:12:36.966667
Exit,12,4783,14,0.8504220728290831,2024-05-03 13:12:39.433333
Entry,11,4851,14,0.9615155957740025,2024-05-03 13:12:41.700000
Exit,45,5228,16,0.6772823966433965,2024-05-03 13:12:54.266667
Entry,45,5295,16,0.6066835615672993,2024-05-03 13:12:56.500000
Exit,45,6080,17,0.6120039365743013,2024-05-03 13:13:22.666667
Exit,11,6142,18,0.9616797825088365,2024-05-03 13:13:24.733333
Entry,11,6253,18,0.9477916050931284,2024-05-03 13:13:28.433333
Entry,38,6280,19,0.9984935532592095,2024-05-03 13:13:29.333333
Entry,13,6321,20,0.9300363559088386,2024-05-03 13:13:30.700000
Exit,45,7104,25,0.8231151016662234,2024-05-03 13:13:56.800000
Exit,11,7232,26,0.8733706099336053,2024-05-03 13:14:01.066667
Exit,13,9297,28,0.7927144127655071,2024-05-03 13:15:09.900000
Entry,34,11445,32,0.999933410538506,2024-05-03 13:16:21.500000
Entry,21,11695,33,0.9135826376770584,2024-05-03 13:16:29.833333
Exit,34,11647,34,0.9662048376655656,2024-05-03 13:16:28.233333
Entry,37,11720,34,0.999933410538506,2024-05-03 13:16:30.666667
Entry,13,12871,38,0.943540669892281,2024-05-03 13:17:09.033333
Exit,21,14177,40,0.9357209914578967,2024-05-03 13:17:52.566667
Entry,1,15168,41,0.9216390769498297,2024-05-03 13:18:25.600000
Exit,37,15944,42,0.8833606841283398,2024-05-03 13:18:51.466667
Entry,57,15983,42,0.6721304939543379,2024-05-03 13:18:52.766667
Exit,1,16991,44,0.977441865852272,2024-05-03 13:19:26.366667
Exit,13,17245,45,0.8287338663584695,2024-05-03 13:19:34.833333
Entry,45,17300,45,0.6865776721569503,2024-05-03 13:19:36.666667
Exit,45,17390,52,0.7125190292421757,2024-05-03 13:19:39.666667
Exit,45,17534,54,0.6426973527955151,2024-05-03 13:19:44.466667
