action,nest,frame_number,track_id,ml_confidence,timestamp
Exit,2,195,1,0.9416797034359332,2024-05-07 16:00:06.500000
Exit,11,752,4,0.900922452821533,2024-05-07 16:00:25.066667
Entry,3,2434,5,0.97,2024-05-07 16:01:21.133333
Entry,11,3000,7,0.7682983241320416,2024-05-07 16:01:40.000000
Exit,11,4064,9,0.9864517047903003,2024-05-07 16:02:15.466667
Entry,11,4164,9,0.9838231092561253,2024-05-07 16:02:18.800000
Exit,11,5900,10,0.7034823223968856,2024-05-07 16:03:16.666667
Exit,1,8107,13,0.8467192202278713,2024-05-07 16:04:30.233333
Entry,12,9632,17,0.9330901979507615,2024-05-07 16:05:21.066667
Entry,11,12082,19,0.9897322170232721,2024-05-07 16:06:42.733333
Entry,1,12889,20,0.9114733386098753,2024-05-07 16:07:09.633333
Exit,12,13576,22,0.8706285640843642,2024-05-07 16:07:32.533333
Exit,11,13828,26,0.8100363314619712,2024-05-07 16:07:40.933333
Exit,2,15079,30,0.7460777200394724,2024-05-07 16:08:22.633333
Exit,1,16096,31,0.7169312385457235,2024-05-07 16:08:56.533333
