action,nest,frame_number,track_id,ml_confidence,timestamp
Entry,12,2558,17,0.8270949285372806,2024-04-29 16:41:26.266667
Exit,19,2917,20,0.9824102843478272,2024-04-29 16:41:38.233333
Exit,57,3807,25,0.8406570132122184,2024-04-29 16:42:07.900000
Entry,57,3822,25,0.7515877894700956,2024-04-29 16:42:08.400000
Exit,12,4615,49,0.7666213785256295,2024-04-29 16:42:34.833333
Entry,33,4661,49,0.6639363744123972,2024-04-29 16:42:36.366667
Entry,13,4638,50,0.6166505868815849,2024-04-29 16:42:35.600000
Entry,17,4922,61,0.9769484044337904,2024-04-29 16:42:45.066667
Exit,17,5963,78,0.6324960177852752,2024-04-29 16:43:19.766667
Exit,51,6265,89,0.8412808507316165,2024-04-29 16:43:29.833333
Entry,20,6863,95,0.6998320615992012,2024-04-29 16:43:49.766667
Entry,4,7117,105,0.7668606217134232,2024-04-29 16:43:58.233333
Entry,18,7182,110,0.6228318245645427,2024-04-29 16:44:00.400000
Entry,1,7289,112,0.65124709332794,2024-04-29 16:44:03.966667
Exit,57,7619,120,0.8543808236868974,2024-04-29 16:44:14.966667
Entry,60,7681,120,0.9440703982317885,2024-04-29 16:44:17.033333
Entry,41,8393,143,0.7622755810546036,2024-04-29 16:44:40.766667
Exit,56,8840,154,0.6218877518522138,2024-04-29 16:44:55.666667
Exit,41,8991,156,0.9024492394570093,2024-04-29 16:45:00.700000
Entry,58,9148,160,0.7883169247216892,2024-04-29 16:45:05.933333
Exit,59,9063,161,0.8578370018246777,2024-04-29 16:45:03.100000
Entry,38,10525,192,0.8483935086757913,2024-04-29 16:45:51.833333
Exit,60,10896,196,0.8454353019966462,2024-04-29 16:46:04.200000
Exit,49,10972,198,0.8113253775748938,2024-04-29 16:46:06.733333
Entry,49,10987,198,0.7232033440832789,2024-04-29 16:46:07.233333
Exit,4,11168,204,0.6521192882614971,2024-04-29 16:46:13.266667
Exit,58,12423,241,0.6107748599547181,2024-04-29 16:46:55.100000
Exit,59,13138,262,0.7127378004017736,2024-04-29 16:47:18.933333
Entry,58,13186,262,0.7789623374157512,2024-04-29 16:47:20.533333
Exit,15,13160,263,0.6911866635221354,2024-04-29 16:47:19.666667
Exit,57,13185,267,0.8639427274979325,2024-04-29 16:47:20.500000
Entry,57,13200,267,0.7748735037558099,2024-04-29 16:47:21.000000
Entry,58,13262,268,0.9518046859775058,2024-04-29 16:47:23.066667
Entry,55,13399,270,0.6009494525879491,2024-04-29 16:47:27.633333
Entry,18,13507,273,0.991701459693652,2024-04-29 16:47:31.233333
Exit,18,13555,277,0.6666955589792619,2024-04-29 16:47:32.833333
Exit,55,13632,282,0.6839706988345449,2024-04-29 16:47:35.400000
Entry,55,13820,285,0.7039770615716558,2024-04-29 16:47:41.666667
Exit,42,13770,286,0.9123471648683147,2024-04-29 16:47:40.000000
Entry,42,13772,286,0.8459405027025467,2024-04-29 16:47:40.066667
Exit,27,17065,343,0.8403389991989079,2024-04-29 16:49:29.833333
Entry,60,17330,347,0.7533106378204546,2024-04-29 16:49:38.666667
Entry,9,17646,357,0.794552191150457,2024-04-29 16:49:49.200000
