action,nest,frame_number,track_id,ml_confidence,timestamp
Exit,5,488,4,0.7548823937034487,2024-05-19 15:50:16.266667
Entry,3,1176,13,0.9022366807516417,2024-05-19 15:50:39.200000
Entry,9,2348,18,0.8951864097693768,2024-05-19 15:51:18.266667
Exit,9,2512,22,0.8596955125648991,2024-05-19 15:51:23.733333
Entry,6,2605,22,0.9552091406926588,2024-05-19 15:51:26.833333
Entry,54,2895,25,0.9473058983097669,2024-05-19 15:51:36.500000
Exit,3,2855,27,0.8381545577345952,2024-05-19 15:51:35.166667
Entry,13,3569,31,0.6758048652837308,2024-05-19 15:51:58.966667
Exit,13,4848,47,0.7359845553820493,2024-05-19 15:52:41.600000
Entry,52,5853,57,0.7391109113428251,2024-05-19 15:53:15.100000
Exit,54,5525,61,0.8637896994958961,2024-05-19 15:53:04.166667
Exit,50,6523,71,0.7864422432642723,2024-05-19 15:53:37.433333
Entry,24,7091,78,0.9496441980468395,2024-05-19 15:53:56.366667
Exit,58,7592,83,0.8060676705171798,2024-05-19 15:54:13.066667
Entry,19,7815,83,0.9528705961181934,2024-05-19 15:54:20.500000
Exit,24,7766,88,0.7448909984088269,2024-05-19 15:54:18.866667
Entry,34,8716,103,0.775394134649402,2024-05-19 15:54:50.533333
Entry,45,9325,108,0.9739110917685027,2024-05-19 15:55:10.833333
Exit,34,9420,114,0.7666155961092127,2024-05-19 15:55:14.000000
Entry,8,9938,117,0.7927215257709661,2024-05-19 15:55:31.266667
Exit,8,10183,127,0.7625902431620496,2024-05-19 15:55:39.433333
Exit,45,10245,129,0.9233835558214019,2024-05-19 15:55:41.500000
Exit,19,10907,132,0.8123285237303192,2024-05-19 15:56:03.566667
Entry,28,11635,139,0.9544179428860672,2024-05-19 15:56:27.833333
Exit,28,14765,148,0.7628036480591759,2024-05-19 15:58:12.166667
Entry,23,16746,152,0.9310550407400028,2024-05-19 15:59:18.200000
