action,nest,frame_number,track_id,ml_confidence,timestamp
Exit,11,101,1,0.8038354361587935,2024-05-20 17:00:04.366667
Entry,7,1017,8,0.9167387754532109,2024-05-20 17:00:34.900000
Exit,19,1085,10,0.7767009715570972,2024-05-20 17:00:37.166667
Exit,7,3307,23,0.9353526203795872,2024-05-20 17:01:51.233333
Entry,19,3676,25,0.9946903997858177,2024-05-20 17:02:03.533333
Exit,19,8500,39,0.8707289763401347,2024-05-20 17:04:44.333333
Entry,10,13778,49,0.8920778854907061,2024-05-20 17:07:40.266667
Exit,10,16585,52,0.8107442609069824,2024-05-20 17:09:13.833333
Entry,42,17433,57,0.9412196710224012,2024-05-20 17:09:42.100000
Exit,42,17859,58,0.8913087994108234,2024-05-20 17:09:56.300000
