action,nest,frame_number,track_id,ml_confidence,timestamp
Exit,13,0,1,0.7967667408981879,2024-05-07 16:50:01.000000
Entry,3,112,2,0.9879675985726941,2024-05-07 16:50:04.733333
Exit,52,1656,13,0.6771180637065851,2024-05-07 16:50:56.200000
Entry,52,1706,13,0.7353500145514392,2024-05-07 16:50:57.866667
Exit,3,2492,14,0.827231760045239,2024-05-07 16:51:24.066667
Entry,41,3223,16,0.9976708243791457,2024-05-07 16:51:48.433333
Exit,41,3509,17,0.9139936202162825,2024-05-07 16:51:57.966667
Entry,11,4880,20,0.9322373164077037,2024-05-07 16:52:43.666667
Exit,52,7097,24,0.8745062903716118,2024-05-07 16:53:57.566667
Entry,41,7196,24,0.9952109313310173,2024-05-07 16:54:00.866667
Exit,41,7511,26,0.6893053196203134,2024-05-07 16:54:11.366667
Exit,41,7511,27,0.6893053196203134,2024-05-07 16:54:11.366667
Entry,41,7511,27,0.8459405027025467,2024-05-07 16:54:11.366667
Exit,52,8243,30,0.8712460593458435,2024-05-07 16:54:35.766667
Entry,41,8318,30,0.9976708243791457,2024-05-07 16:54:38.266667
Exit,41,8510,34,0.723231340797833,2024-05-07 16:54:44.666667
Exit,11,12110,38,0.7655486792731666,2024-05-07 16:56:44.666667
Entry,15,16270,42,0.9435801534435884,2024-05-07 16:59:03.333333
Entry,11,16919,49,0.9943405898998863,2024-05-07 16:59:24.966667
