action,nest,frame_number,track_id,ml_confidence,timestamp
Entry,12,2181,1,0.9503146381067387,2024-05-07 16:31:12.700000
Entry,2,2446,2,0.873160251269714,2024-05-07 16:31:21.533333
Entry,1,2500,3,0.9164629854641525,2024-05-07 16:31:23.333333
Entry,11,3228,4,0.916734924063206,2024-05-07 16:31:47.600000
Exit,22,3886,5,0.6277870937345594,2024-05-07 16:32:09.533333
Exit,2,4088,7,0.9691009899038412,2024-05-07 16:32:16.266667
Entry,2,4194,7,0.9671351779380291,2024-05-07 16:32:19.800000
Exit,22,4141,9,0.6695111347660918,2024-05-07 16:32:18.033333
Exit,22,4179,11,0.6934987108898754,2024-05-07 16:32:19.300000
Entry,22,4293,11,0.6228998758137783,2024-05-07 16:32:23.100000
Exit,22,5284,14,0.6663915296136793,2024-05-07 16:32:56.133333
Entry,22,5648,14,0.6081312185727888,2024-05-07 16:33:08.266667
Entry,52,5379,15,0.952727756114853,2024-05-07 16:32:59.300000
Exit,2,5404,16,0.7825655533261459,2024-05-07 16:33:00.133333
Exit,1,5474,18,0.8746701122705304,2024-05-07 16:33:02.466667
Exit,22,5714,21,0.6711421494593734,2024-05-07 16:33:10.466667
Entry,22,5966,21,0.6061675527041972,2024-05-07 16:33:18.866667
Exit,52,5739,22,0.7859822709037981,2024-05-07 16:33:11.300000
Entry,52,5855,22,0.8291995149143596,2024-05-07 16:33:15.166667
Exit,22,6114,23,0.639176880909284,2024-05-07 16:33:23.800000
Exit,52,6131,24,0.7395772442519184,2024-05-07 16:33:24.366667
Exit,22,6372,26,0.7245097960321106,2024-05-07 16:33:32.400000
Entry,22,6642,26,0.6918544001013248,2024-05-07 16:33:41.400000
Entry,43,6611,36,0.9700022464757133,2024-05-07 16:33:40.366667
Exit,22,6685,37,0.634322045905773,2024-05-07 16:33:42.833333
Exit,43,6700,38,0.8580145261518348,2024-05-07 16:33:43.333333
Entry,52,6804,38,0.8854501807531041,2024-05-07 16:33:46.800000
Exit,22,6933,40,0.6633675615577802,2024-05-07 16:33:51.100000
Exit,52,6954,41,0.666011221458153,2024-05-07 16:33:51.800000
Exit,22,7554,42,0.8454205777717547,2024-05-07 16:34:11.800000
Entry,52,7835,44,0.9580413086100306,2024-05-07 16:34:21.166667
Entry,22,8630,46,0.9725340590073627,2024-05-07 16:34:47.666667
Exit,52,8551,47,0.8816271287195909,2024-05-07 16:34:45.033333
Entry,44,8660,47,0.9272328067732127,2024-05-07 16:34:48.666667
Exit,12,8660,50,0.8178062387820436,2024-05-07 16:34:48.666667
Entry,2,8995,54,0.9866476962527918,2024-05-07 16:34:59.833333
Exit,44,9173,56,0.9122155926652797,2024-05-07 16:35:05.766667
Entry,53,9248,56,0.9896366363449576,2024-05-07 16:35:08.266667
Exit,53,9622,58,0.8853990447050255,2024-05-07 16:35:20.733333
Entry,42,10245,59,0.9996366363449576,2024-05-07 16:35:41.500000
Exit,2,10248,62,0.8423355439958842,2024-05-07 16:35:41.600000
Entry,11,10343,64,0.8733607708491077,2024-05-07 16:35:44.766667
Exit,42,10698,65,0.8944471649660136,2024-05-07 16:35:56.600000
Entry,41,11732,68,0.9520881586478325,2024-05-07 16:36:31.066667
Exit,41,11883,69,0.7620213238463226,2024-05-07 16:36:36.100000
Entry,13,12967,77,0.9851972292010978,2024-05-07 16:37:12.233333
Entry,41,14100,82,0.8194622265259861,2024-05-07 16:37:50.000000
Exit,41,14453,85,0.9646054021045124,2024-05-07 16:38:01.766667
Exit,52,14693,86,0.6076531888709095,2024-05-07 16:38:09.766667
Entry,52,14731,86,0.687545661989189,2024-05-07 16:38:11.033333
Exit,52,16456,87,0.8822766469765435,2024-05-07 16:39:08.533333
Exit,11,17322,88,0.8852973975348699,2024-05-07 16:39:37.400000
