action,nest,frame_number,track_id,ml_confidence,timestamp,site,video_date,video_time,video_datetime,video_hour,video_name,source_file,seconds_in_video,event_datetime
Exit,59,11297,93,0.6629757185339489,2024-04-18 10:36:16.566667,mendels,2024-04-18,10:30:00,2024-04-18 10:30:00,10,mendels_2024-04-18_10_30_00,mendels_2024-04-18_10_30_00_events.csv,376.56666666666666,2024-04-18 10:36:16.566667
Exit,59,11523,96,0.8406570132122184,2024-04-18 10:36:24.100000,mendels,2024-04-18,10:30:00,2024-04-18 10:30:00,10,mendels_2024-04-18_10_30_00,mendels_2024-04-18_10_30_00_events.csv,384.1,2024-04-18 10:36:24.100000
Entry,59,11538,96,0.7515877894700956,2024-04-18 10:36:24.600000,mendels,2024-04-18,10:30:00,2024-04-18 10:30:00,10,mendels_2024-04-18_10_30_00,mendels_2024-04-18_10_30_00_events.csv,384.6,2024-04-18 10:36:24.600000
Exit,59,11551,97,0.6609167959086523,2024-04-18 10:36:25.033333,mendels,2024-04-18,10:30:00,2024-04-18 10:30:00,10,mendels_2024-04-18_10_30_00,mendels_2024-04-18_10_30_00_events.csv,385.03333333333336,2024-04-18 10:36:25.033333
Exit,59,11646,98,0.6743313868309879,2024-04-18 10:36:28.200000,mendels,2024-04-18,10:30:00,2024-04-18 10:30:00,10,mendels_2024-04-18_10_30_00,mendels_2024-04-18_10_30_00_events.csv,388.2,2024-04-18 10:36:28.200000
Exit,59,11700,99,0.649035218044971,2024-04-18 10:36:30.000000,mendels,2024-04-18,10:30:00,2024-04-18 10:30:00,10,mendels_2024-04-18_10_30_00,mendels_2024-04-18_10_30_00_events.csv,390.0,2024-04-18 10:36:30.000000
Exit,59,12362,100,0.6261770966692137,2024-04-18 10:36:52.066667,mendels,2024-04-18,10:30:00,2024-04-18 10:30:00,10,mendels_2024-04-18_10_30_00,mendels_2024-04-18_10_30_00_events.csv,412.06666666666666,2024-04-18 10:36:52.066667
Exit,59,12732,105,0.6630589896326953,2024-04-18 10:37:04.400000,mendels,2024-04-18,10:30:00,2024-04-18 10:30:00,10,mendels_2024-04-18_10_30_00,mendels_2024-04-18_10_30_00_events.csv,424.4,2024-04-18 10:37:04.400000
Entry,59,17171,105,0.6304283882986732,2024-04-18 10:39:32.366667,mendels,2024-04-18,10:30:00,2024-04-18 10:30:00,10,mendels_2024-04-18_10_30_00,mendels_2024-04-18_10_30_00_events.csv,572.3666666666667,2024-04-18 10:39:32.366667
Exit,59,17319,128,0.6422224073263193,2024-04-18 10:39:37.300000,mendels,2024-04-18,10:30:00,2024-04-18 10:30:00,10,mendels_2024-04-18_10_30_00,mendels_2024-04-18_10_30_00_events.csv,577.3,2024-04-18 10:39:37.300000
