frame,track_id,x1,y1,x2,y2,confidence,species
209,7,1193.0,346.0,1212.0,368.0,1.0,blob
209,8,858.0,278.0,875.0,295.0,1.0,blob
209,9,500.0,278.0,518.0,292.0,1.0,blob
209,10,739.0,283.0,757.0,296.0,1.0,blob
209,11,442.0,277.0,458.0,291.0,1.0,blob
209,12,558.0,275.0,576.0,296.0,1.0,blob
209,13,443.0,191.0,460.0,205.0,1.0,blob
209,14,452.0,102.0,469.0,116.0,1.0,blob
209,15,880.0,55.0,894.0,68.0,1.0,blob
209,16,676.0,538.0,692.0,550.0,1.0,blob
209,17,844.0,43.0,866.0,64.0,1.0,blob
209,18,1008.0,383.0,1025.0,398.0,1.0,blob
209,19,1125.0,515.0,1155.0,537.0,1.0,blob
209,20,682.0,282.0,699.0,295.0,1.0,blob
209,21,620.0,277.0,637.0,294.0,1.0,blob
209,22,406.0,12.0,426.0,27.0,1.0,blob
209,23,424.0,391.0,442.0,404.0,1.0,blob
209,24,371.0,29.0,400.0,65.0,1.0,blob
210,0,731.0,453.0,746.0,467.0,1.0,blob
210,1,609.0,450.0,629.0,468.0,1.0,blob
210,2,848.0,449.0,863.0,464.0,1.0,blob
210,3,786.0,449.0,805.0,466.0,1.0,blob
210,4,673.0,450.0,687.0,467.0,1.0,blob
210,5,1143.0,309.0,1160.0,325.0,1.0,blob
210,6,1116.0,307.0,1129.0,325.0,1.0,blob
210,7,1193.0,346.0,1212.0,368.0,1.0,blob
210,8,858.0,278.0,875.0,295.0,1.0,blob
210,9,500.0,278.0,518.0,292.0,1.0,blob
210,10,739.0,283.0,757.0,296.0,1.0,blob
210,11,442.0,277.0,458.0,291.0,1.0,blob
210,12,558.0,275.0,576.0,296.0,1.0,blob
210,13,443.0,191.0,460.0,205.0,1.0,blob
210,14,452.0,102.0,469.0,116.0,1.0,blob
210,15,880.0,55.0,894.0,68.0,1.0,blob
210,16,676.0,538.0,692.0,550.0,1.0,blob
210,17,844.0,43.0,866.0,64.0,1.0,blob
210,18,1008.0,381.0,1026.0,400.0,1.0,blob
210,19,1125.0,515.0,1155.0,537.0,1.0,blob
210,20,701.0,355.0,716.0,376.0,1.0,blob
210,21,620.0,277.0,637.0,294.0,1.0,blob
210,22,415.0,50.0,433.0,64.0,1.0,blob
210,23,424.0,391.0,442.0,404.0,1.0,blob
210,24,374.0,29.0,410.0,56.0,1.0,blob
210,25,514.0,391.0,533.0,406.0,1.0,blob
210,26,706.0,384.0,728.0,408.0,1.0,blob
210,27,584.0,383.0,600.0,400.0,1.0,blob
211,0,731.0,453.0,746.0,467.0,1.0,blob
211,1,609.0,450.0,629.0,468.0,1.0,blob
211,3,786.0,449.0,805.0,466.0,1.0,blob
211,4,673.0,450.0,687.0,467.0,1.0,blob
211,5,1143.0,309.0,1160.0,325.0,1.0,blob
211,6,1116.0,307.0,1129.0,325.0,1.0,blob
211,7,1193.0,346.0,1212.0,368.0,1.0,blob
211,8,858.0,278.0,875.0,295.0,1.0,blob
211,9,500.0,278.0,518.0,292.0,1.0,blob
211,10,739.0,283.0,757.0,296.0,1.0,blob
211,11,442.0,277.0,458.0,291.0,1.0,blob
211,12,558.0,275.0,576.0,296.0,1.0,blob
211,13,443.0,191.0,460.0,205.0,1.0,blob
211,14,452.0,102.0,469.0,116.0,1.0,blob
211,15,880.0,55.0,894.0,68.0,1.0,blob
211,16,676.0,538.0,692.0,550.0,1.0,blob
211,17,844.0,43.0,866.0,64.0,1.0,blob
211,18,1008.0,381.0,1026.0,400.0,1.0,blob
211,19,1125.0,515.0,1155.0,537.0,1.0,blob
211,20,701.0,355.0,716.0,376.0,1.0,blob
211,21,620.0,277.0,637.0,294.0,1.0,blob
211,22,415.0,50.0,433.0,64.0,1.0,blob
211,23,424.0,391.0,442.0,404.0,1.0,blob
211,24,380.0,32.0,400.0,52.0,1.0,blob
211,25,514.0,391.0,533.0,406.0,1.0,blob
211,26,706.0,384.0,728.0,408.0,1.0,blob
211,27,584.0,383.0,600.0,398.0,1.0,blob
212,0,731.0,453.0,746.0,467.0,1.0,blob
212,1,609.0,450.0,629.0,468.0,1.0,blob
212,3,786.0,449.0,805.0,466.0,1.0,blob
212,4,673.0,450.0,687.0,467.0,1.0,blob
212,5,1143.0,309.0,1160.0,325.0,1.0,blob
212,6,1116.0,307.0,1129.0,325.0,1.0,blob
212,7,1193.0,346.0,1212.0,368.0,1.0,blob
212,8,858.0,278.0,875.0,295.0,1.0,blob
212,9,500.0,278.0,518.0,292.0,1.0,blob
212,10,739.0,283.0,757.0,296.0,1.0,blob
212,11,442.0,277.0,458.0,291.0,1.0,blob
212,12,558.0,275.0,576.0,296.0,1.0,blob
212,13,443.0,191.0,460.0,205.0,1.0,blob
212,14,452.0,102.0,469.0,116.0,1.0,blob
212,15,880.0,55.0,894.0,68.0,1.0,blob
212,16,676.0,538.0,692.0,550.0,1.0,blob
212,17,844.0,43.0,866.0,64.0,1.0,blob
212,18,1008.0,381.0,1026.0,400.0,1.0,blob
212,19,1125.0,515.0,1155.0,537.0,1.0,blob
212,20,701.0,355.0,716.0,376.0,1.0,blob
212,21,620.0,277.0,637.0,294.0,1.0,blob
212,22,415.0,50.0,433.0,64.0,1.0,blob
212,23,424.0,391.0,442.0,404.0,1.0,blob
212,24,380.0,32.0,400.0,52.0,1.0,blob
212,25,514.0,391.0,533.0,406.0,1.0,blob
212,26,732.0,381.0,768.0,407.0,1.0,blob
212,27,584.0,383.0,600.0,398.0,1.0,blob
213,4,673.0,450.0,687.0,467.0,1.0,blob
213,5,1143.0,309.0,1160.0,325.0,1.0,blob
213,6,1116.0,307.0,1129.0,325.0,1.0,blob
213,7,1193.0,346.0,1212.0,368.0,1.0,blob
213,10,739.0,283.0,757.0,296.0,1.0,blob
213,11,442.0,277.0,458.0,291.0,1.0,blob
213,12,558.0,275.0,576.0,296.0,1.0,blob
213,13,443.0,191.0,460.0,205.0,1.0,blob
213,15,880.0,55.0,894.0,68.0,1.0,blob
213,16,676.0,538.0,692.0,550.0,1.0,blob
213,17,844.0,43.0,866.0,64.0,1.0,blob
213,18,1008.0,381.0,1026.0,400.0,1.0,blob
213,19,1125.0,515.0,1155.0,537.0,1.0,blob
213,20,701.0,355.0,716.0,376.0,1.0,blob
213,21,620.0,277.0,637.0,294.0,1.0,blob
213,22,415.0,50.0,433.0,64.0,1.0,blob
213,23,424.0,391.0,442.0,404.0,1.0,blob
213,24,380.0,32.0,400.0,52.0,1.0,blob
213,25,514.0,391.0,533.0,406.0,1.0,blob
213,26,744.0,381.0,767.0,401.0,1.0,blob
213,27,584.0,383.0,600.0,398.0,1.0,blob
214,4,673.0,450.0,687.0,467.0,1.0,blob
214,5,1143.0,309.0,1160.0,325.0,1.0,blob
214,6,1116.0,307.0,1129.0,325.0,1.0,blob
214,7,1193.0,346.0,1212.0,368.0,1.0,blob
214,10,739.0,283.0,757.0,296.0,1.0,blob
214,11,442.0,277.0,458.0,291.0,1.0,blob
214,12,558.0,275.0,576.0,296.0,1.0,blob
214,13,443.0,191.0,460.0,205.0,1.0,blob
214,15,880.0,55.0,894.0,68.0,1.0,blob
214,16,676.0,538.0,692.0,550.0,1.0,blob
214,17,844.0,43.0,866.0,64.0,1.0,blob
214,18,1008.0,381.0,1026.0,400.0,1.0,blob
214,19,1125.0,515.0,1155.0,537.0,1.0,blob
214,20,701.0,355.0,716.0,376.0,1.0,blob
214,21,620.0,277.0,637.0,294.0,1.0,blob
214,22,415.0,50.0,433.0,64.0,1.0,blob
214,23,424.0,391.0,442.0,404.0,1.0,blob
214,24,380.0,32.0,400.0,52.0,1.0,blob
214,25,514.0,391.0,533.0,406.0,1.0,blob
214,26,744.0,381.0,767.0,401.0,1.0,blob
214,27,584.0,383.0,600.0,398.0,1.0,blob
215,4,673.0,450.0,687.0,467.0,1.0,blob
215,5,1143.0,309.0,1160.0,325.0,1.0,blob
215,6,1116.0,307.0,1129.0,325.0,1.0,blob
215,7,1193.0,346.0,1212.0,368.0,1.0,blob
215,10,739.0,283.0,757.0,296.0,1.0,blob
215,11,442.0,277.0,458.0,291.0,1.0,blob
215,12,558.0,275.0,576.0,296.0,1.0,blob
215,13,443.0,191.0,460.0,205.0,1.0,blob
215,15,880.0,55.0,894.0,68.0,1.0,blob
215,16,676.0,538.0,692.0,550.0,1.0,blob
215,17,844.0,43.0,866.0,64.0,1.0,blob
215,18,1008.0,381.0,1026.0,400.0,1.0,blob
215,19,1125.0,515.0,1155.0,537.0,1.0,blob
215,20,701.0,355.0,716.0,376.0,1.0,blob
215,21,620.0,277.0,637.0,294.0,1.0,blob
215,22,415.0,50.0,433.0,64.0,1.0,blob
215,23,424.0,391.0,442.0,404.0,1.0,blob
215,24,380.0,32.0,400.0,52.0,1.0,blob
215,25,514.0,391.0,533.0,406.0,1.0,blob
215,26,744.0,381.0,767.0,401.0,1.0,blob
215,27,584.0,383.0,600.0,398.0,1.0,blob
216,11,442.0,277.0,458.0,291.0,1.0,blob
216,18,1008.0,381.0,1026.0,400.0,1.0,blob
216,19,1125.0,515.0,1155.0,537.0,1.0,blob
216,20,701.0,355.0,716.0,376.0,1.0,blob
216,21,620.0,277.0,637.0,294.0,1.0,blob
216,22,415.0,50.0,433.0,64.0,1.0,blob
216,23,424.0,391.0,442.0,404.0,1.0,blob
216,24,380.0,32.0,400.0,52.0,1.0,blob
216,25,514.0,391.0,533.0,406.0,1.0,blob
216,26,744.0,381.0,767.0,401.0,1.0,blob
216,27,584.0,383.0,600.0,398.0,1.0,blob
217,18,1008.0,381.0,1026.0,400.0,1.0,blob
217,19,1125.0,515.0,1155.0,537.0,1.0,blob
217,20,701.0,355.0,716.0,376.0,1.0,blob
217,21,620.0,277.0,637.0,294.0,1.0,blob
217,22,415.0,50.0,433.0,64.0,1.0,blob
217,23,424.0,391.0,442.0,404.0,1.0,blob
217,24,380.0,32.0,400.0,52.0,1.0,blob
217,25,514.0,391.0,533.0,406.0,1.0,blob
217,26,744.0,381.0,767.0,401.0,1.0,blob
217,27,584.0,383.0,600.0,398.0,1.0,blob
218,18,1008.0,381.0,1026.0,400.0,1.0,blob
218,20,701.0,355.0,716.0,376.0,1.0,blob
218,21,620.0,277.0,637.0,294.0,1.0,blob
218,22,415.0,50.0,433.0,64.0,1.0,blob
218,23,424.0,391.0,442.0,404.0,1.0,blob
218,24,380.0,32.0,400.0,52.0,1.0,blob
218,25,514.0,391.0,533.0,406.0,1.0,blob
218,26,744.0,381.0,767.0,401.0,1.0,blob
218,27,584.0,383.0,600.0,398.0,1.0,blob
219,18,1008.0,381.0,1026.0,400.0,1.0,blob
219,20,701.0,355.0,716.0,376.0,1.0,blob
219,22,415.0,50.0,433.0,64.0,1.0,blob
219,23,424.0,391.0,442.0,404.0,1.0,blob
219,24,380.0,32.0,400.0,52.0,1.0,blob
219,25,514.0,391.0,533.0,406.0,1.0,blob
219,26,744.0,381.0,767.0,401.0,1.0,blob
219,27,584.0,383.0,600.0,398.0,1.0,blob
220,18,1008.0,381.0,1026.0,400.0,1.0,blob
220,20,701.0,355.0,716.0,376.0,1.0,blob
220,22,415.0,50.0,433.0,64.0,1.0,blob
220,23,424.0,391.0,442.0,404.0,1.0,blob
220,24,380.0,32.0,400.0,52.0,1.0,blob
220,25,514.0,391.0,533.0,406.0,1.0,blob
220,26,744.0,381.0,767.0,401.0,1.0,blob
220,27,584.0,383.0,600.0,398.0,1.0,blob
221,18,1008.0,381.0,1026.0,400.0,1.0,blob
221,22,415.0,50.0,433.0,64.0,1.0,blob
221,23,424.0,391.0,442.0,404.0,1.0,blob
221,24,380.0,32.0,400.0,52.0,1.0,blob
221,26,744.0,381.0,767.0,401.0,1.0,blob
221,27,584.0,383.0,600.0,398.0,1.0,blob
222,26,744.0,381.0,767.0,401.0,1.0,blob
222,27,584.0,383.0,600.0,398.0,1.0,blob
223,26,744.0,381.0,767.0,401.0,1.0,blob
229,28,1104.0,678.0,1140.0,710.0,1.0,blob
230,28,1104.0,678.0,1140.0,710.0,1.0,blob
231,28,1104.0,678.0,1140.0,710.0,1.0,blob
231,29,1212.0,483.0,1230.0,501.0,1.0,blob
232,28,1104.0,678.0,1140.0,710.0,1.0,blob
232,29,1212.0,479.0,1232.0,501.0,1.0,blob
233,28,1104.0,678.0,1140.0,710.0,1.0,blob
233,29,1212.0,479.0,1232.0,501.0,1.0,blob
233,30,982.0,695.0,1008.0,720.0,1.0,blob
234,28,1104.0,678.0,1140.0,710.0,1.0,blob
234,29,1212.0,482.0,1230.0,501.0,1.0,blob
234,30,974.0,682.0,1000.0,717.0,1.0,blob
235,28,1104.0,678.0,1140.0,710.0,1.0,blob
235,29,1212.0,479.0,1230.0,501.0,1.0,blob
235,30,970.0,666.0,1000.0,702.0,1.0,blob
236,28,1104.0,678.0,1140.0,710.0,1.0,blob
236,29,1213.0,478.0,1232.0,501.0,1.0,blob
236,30,960.0,661.0,986.0,690.0,1.0,blob
237,28,1104.0,678.0,1140.0,710.0,1.0,blob
237,29,1212.0,478.0,1233.0,503.0,1.0,blob
237,30,960.0,661.0,986.0,690.0,1.0,blob
238,28,1104.0,678.0,1140.0,710.0,1.0,blob
238,29,1213.0,478.0,1233.0,501.0,1.0,blob
238,30,960.0,661.0,986.0,690.0,1.0,blob
239,28,1104.0,678.0,1140.0,710.0,1.0,blob
239,29,1212.0,477.0,1234.0,503.0,1.0,blob
239,30,960.0,661.0,986.0,690.0,1.0,blob
239,31,913.0,665.0,942.0,691.0,1.0,blob
240,29,1212.0,477.0,1234.0,503.0,1.0,blob
240,30,960.0,661.0,986.0,690.0,1.0,blob
240,31,910.0,668.0,930.0,693.0,1.0,blob
241,29,1212.0,477.0,1234.0,503.0,1.0,blob
241,30,960.0,661.0,986.0,690.0,1.0,blob
241,31,914.0,667.0,934.0,696.0,1.0,blob
242,29,1212.0,480.0,1234.0,503.0,1.0,blob
242,30,960.0,661.0,986.0,690.0,1.0,blob
242,31,914.0,667.0,934.0,696.0,1.0,blob
243,29,1212.0,485.0,1230.0,503.0,1.0,blob
243,30,960.0,661.0,986.0,690.0,1.0,blob
243,31,918.0,667.0,944.0,705.0,1.0,blob
244,29,1212.0,485.0,1230.0,503.0,1.0,blob
244,30,960.0,661.0,986.0,690.0,1.0,blob
244,31,916.0,668.0,943.0,704.0,1.0,blob
245,29,1214.0,479.0,1230.0,498.0,1.0,blob
245,30,960.0,661.0,986.0,690.0,1.0,blob
245,31,915.0,667.0,940.0,701.0,1.0,blob
246,29,1214.0,479.0,1230.0,498.0,1.0,blob
246,30,960.0,661.0,986.0,690.0,1.0,blob
246,31,915.0,667.0,940.0,701.0,1.0,blob
247,29,1214.0,479.0,1230.0,498.0,1.0,blob
247,31,915.0,667.0,940.0,701.0,1.0,blob
248,29,1214.0,479.0,1230.0,498.0,1.0,blob
248,31,915.0,667.0,940.0,701.0,1.0,blob
249,29,1214.0,479.0,1230.0,498.0,1.0,blob
249,31,915.0,667.0,940.0,701.0,1.0,blob
250,29,1214.0,479.0,1230.0,498.0,1.0,blob
250,31,915.0,667.0,940.0,701.0,1.0,blob
250,32,836.0,687.0,862.0,720.0,1.0,blob
251,29,1214.0,479.0,1230.0,498.0,1.0,blob
251,31,915.0,667.0,940.0,701.0,1.0,blob
251,32,816.0,689.0,839.0,720.0,1.0,blob
252,29,1214.0,479.0,1230.0,498.0,1.0,blob
252,31,915.0,667.0,940.0,701.0,1.0,blob
252,32,804.0,690.0,825.0,720.0,1.0,blob
253,29,1214.0,479.0,1230.0,498.0,1.0,blob
253,31,915.0,667.0,940.0,701.0,1.0,blob
253,32,800.0,694.0,822.0,720.0,1.0,blob
253,33,1019.0,145.0,1045.0,167.0,1.0,blob
254,29,1214.0,479.0,1230.0,498.0,1.0,blob
254,31,915.0,667.0,940.0,701.0,1.0,blob
254,32,800.0,694.0,822.0,720.0,1.0,blob
254,33,1034.0,151.0,1056.0,170.0,1.0,blob
255,29,1214.0,479.0,1230.0,498.0,1.0,blob
255,31,915.0,667.0,940.0,701.0,1.0,blob
255,32,800.0,694.0,822.0,720.0,1.0,blob
255,33,1049.0,150.0,1070.0,168.0,1.0,blob
256,32,800.0,694.0,822.0,720.0,1.0,blob
256,33,1056.0,147.0,1078.0,165.0,1.0,blob
257,32,800.0,694.0,822.0,720.0,1.0,blob
257,33,1056.0,147.0,1078.0,165.0,1.0,blob
258,32,800.0,694.0,822.0,720.0,1.0,blob
258,33,1056.0,147.0,1078.0,165.0,1.0,blob
259,32,800.0,694.0,822.0,720.0,1.0,blob
259,33,1056.0,147.0,1078.0,165.0,1.0,blob
260,32,800.0,694.0,822.0,720.0,1.0,blob
260,33,1056.0,147.0,1078.0,165.0,1.0,blob
261,32,800.0,694.0,822.0,720.0,1.0,blob
261,33,1056.0,147.0,1078.0,165.0,1.0,blob
262,32,800.0,694.0,822.0,720.0,1.0,blob
262,33,1056.0,147.0,1078.0,165.0,1.0,blob
263,32,800.0,694.0,822.0,720.0,1.0,blob
263,33,1056.0,147.0,1078.0,165.0,1.0,blob
264,33,1056.0,147.0,1078.0,165.0,1.0,blob
264,34,793.0,673.0,809.0,687.0,1.0,blob
265,33,1056.0,147.0,1078.0,165.0,1.0,blob
265,34,793.0,673.0,809.0,687.0,1.0,blob
266,33,1056.0,147.0,1078.0,165.0,1.0,blob
266,34,793.0,673.0,809.0,687.0,1.0,blob
267,34,793.0,673.0,809.0,687.0,1.0,blob
268,34,793.0,673.0,809.0,687.0,1.0,blob
269,34,793.0,673.0,809.0,687.0,1.0,blob
269,35,923.0,198.0,960.0,231.0,1.0,blob
270,34,793.0,673.0,809.0,687.0,1.0,blob
270,35,923.0,198.0,960.0,231.0,1.0,blob
271,34,793.0,673.0,809.0,687.0,1.0,blob
271,35,923.0,198.0,960.0,231.0,1.0,blob
